pattern_id,user_id,habit_strength,habit_consistency,procrastination_score,discipline_score,addiction_score,distraction_pattern,focus_pattern,stress_pattern,coping_style,decision_style,thinking_style,learning_style,risk_behavior,emotional_pattern,social_pattern,growth_pattern,stability_index,recorded_at
27559,27559,15.3,18.8,65.8,27.3,75.4,87.5,23.9,61.2,Emotion-focused,Conceptual,Linear,Auditory,66.0,26.3,43.7,21.6,31.3,2025-06-30
27560,27560,54.8,28.3,69.8,39.8,77.6,61.1,26.5,17.8,Social,Conceptual,Lateral,Auditory,66.9,51.7,82.4,34.7,39.3,2025-06-30
27561,27561,58.9,74.0,9.2,76.6,45.0,38.5,54.3,43.7,Mixed,Analytical,Lateral,Reading/Writing,29.5,51.1,36.6,48.1,55.0,2025-06-30
27562,27562,76.2,73.4,32.4,65.4,73.0,58.9,40.7,81.5,Avoidance,Behavioral,Critical,Visual,41.6,26.7,64.9,47.5,42.4,2025-06-30
27563,27563,34.3,26.8,72.7,31.1,89.5,92.4,10.0,10.4,Problem-focused,Intuitive,Lateral,Auditory,53.9,47.0,25.1,33.4,31.0,2025-06-30
27564,27564,62.6,63.4,23.8,70.3,45.2,57.9,46.7,46.7,Mixed,Directive,Lateral,Kinesthetic,39.3,13.7,34.0,34.4,41.3,2025-06-30
27565,27565,73.4,69.7,35.3,72.3,55.0,63.9,41.7,62.7,Avoidance,Intuitive,Linear,Reading/Writing,4.8,27.9,27.6,53.2,41.2,2025-06-30
27566,27566,83.6,84.0,21.5,83.7,55.6,64.0,50.4,61.1,Social,Intuitive,Linear,Multimodal,34.3,66.5,69.3,84.1,65.0,2025-06-30
27567,27567,51.3,50.9,44.2,55.2,89.6,64.2,43.6,30.6,Emotion-focused,Directive,Critical,Multimodal,17.3,43.2,17.1,33.3,37.4,2025-06-30
27568,27568,43.6,44.9,38.6,52.9,62.5,61.8,27.9,45.5,Avoidance,Directive,Lateral,Reading/Writing,62.4,35.9,54.2,47.2,41.7,2025-06-30
27569,27569,87.0,69.8,31.9,75.7,61.0,29.5,68.6,58.5,Problem-focused,Behavioral,Linear,Auditory,33.7,78.4,41.0,71.2,70.0,2025-06-30
27570,27570,30.9,34.0,62.2,34.3,80.8,76.3,16.5,69.5,Problem-focused,Analytical,Lateral,Multimodal,46.2,17.6,38.6,33.9,26.5,2025-06-30
27571,27571,60.6,34.3,56.8,43.4,59.6,62.1,26.2,53.5,Problem-focused,Behavioral,Linear,Kinesthetic,50.6,29.9,63.7,42.0,17.1,2025-06-30
27572,27572,24.8,34.1,59.6,39.5,94.5,73.2,8.9,14.4,Emotion-focused,Directive,Critical,Kinesthetic,41.6,12.3,50.4,23.4,23.8,2025-06-30
27573,27573,62.2,63.4,33.7,61.2,50.0,53.4,39.7,41.6,Avoidance,Directive,Lateral,Reading/Writing,57.7,49.6,63.4,66.4,64.2,2025-06-30
27574,27574,90.2,75.1,20.4,78.8,51.2,51.8,38.7,36.5,Spiritual,Conceptual,Creative,Visual,34.6,34.4,47.1,56.3,49.5,2025-06-30
27575,27575,53.8,64.5,32.4,62.1,72.1,62.6,40.2,42.2,Social,Directive,Systems,Kinesthetic,54.4,48.7,60.1,56.3,61.7,2025-06-30
27576,27576,80.0,82.0,38.3,72.2,43.7,55.6,44.2,63.5,Social,Intuitive,Systems,Auditory,15.3,34.9,65.8,68.6,47.4,2025-06-30
27577,27577,78.3,89.5,25.0,79.7,44.1,40.1,51.0,52.0,Social,Behavioral,Linear,Reading/Writing,40.5,57.1,21.1,68.7,72.9,2025-06-30
27578,27578,35.5,53.6,42.2,52.7,70.5,53.7,28.6,38.3,Problem-focused,Behavioral,Lateral,Visual,68.1,26.9,50.0,45.8,44.0,2025-06-30
27579,27579,51.4,55.5,66.6,56.6,49.1,48.4,53.6,61.7,Problem-focused,Intuitive,Lateral,Reading/Writing,28.4,45.6,43.4,50.2,51.2,2025-06-30
27580,27580,78.7,59.8,44.9,62.7,49.6,84.4,17.5,53.3,Social,Directive,Linear,Multimodal,31.9,15.7,61.9,41.8,35.9,2025-06-30
27581,27581,36.1,33.2,63.8,36.8,89.6,75.0,13.1,75.8,Problem-focused,Conceptual,Critical,Auditory,33.7,11.0,63.8,32.2,11.2,2025-06-30
27582,27582,44.3,66.5,39.4,62.0,58.7,91.1,8.7,59.1,Spiritual,Behavioral,Lateral,Multimodal,23.2,21.6,46.3,46.7,44.3,2025-06-30
27583,27583,67.4,38.8,39.1,55.8,57.0,79.0,20.8,40.1,Mixed,Behavioral,Systems,Visual,23.1,30.2,10.7,56.5,39.2,2025-06-30
27584,27584,79.4,68.4,52.1,71.4,64.2,34.2,63.1,49.6,Social,Directive,Critical,Auditory,1.6,25.9,40.8,76.8,46.4,2025-06-30
27585,27585,58.4,56.5,37.8,58.6,51.7,56.4,41.3,30.2,Spiritual,Behavioral,Lateral,Auditory,34.0,51.2,46.0,52.7,45.5,2025-06-30
27586,27586,67.1,60.6,48.7,61.8,53.2,74.4,31.6,45.8,Spiritual,Intuitive,Creative,Reading/Writing,44.0,35.8,24.5,39.6,34.2,2025-06-30
27587,27587,48.8,55.9,49.8,52.9,63.2,71.1,23.4,40.5,Problem-focused,Directive,Creative,Reading/Writing,54.6,11.5,29.0,33.1,37.1,2025-06-30
27588,27588,37.0,36.4,57.8,41.1,49.0,75.8,20.1,66.4,Spiritual,Analytical,Linear,Reading/Writing,16.0,18.8,75.0,34.5,19.2,2025-06-30
27589,27589,45.3,54.2,49.4,54.0,61.0,68.1,41.7,39.3,Social,Directive,Linear,Reading/Writing,60.2,60.2,62.4,40.2,66.3,2025-06-30
27590,27590,41.4,50.9,44.7,55.9,74.1,37.8,62.2,60.5,Spiritual,Directive,Linear,Auditory,54.2,44.7,41.5,45.8,43.4,2025-06-30
27591,27591,38.8,47.2,35.3,56.3,89.1,60.2,43.9,79.1,Avoidance,Behavioral,Lateral,Auditory,60.8,31.3,73.7,49.4,40.6,2025-06-30
27592,27592,61.4,52.2,59.5,37.9,71.4,80.1,19.5,93.1,Mixed,Directive,Systems,Visual,56.2,37.9,36.7,39.9,26.1,2025-06-30
27593,27593,73.1,80.6,51.5,68.2,49.0,69.0,44.0,32.4,Emotion-focused,Intuitive,Creative,Visual,22.1,40.3,32.5,46.0,57.7,2025-06-30
27594,27594,67.8,58.3,69.9,55.3,75.3,72.4,40.7,71.2,Avoidance,Intuitive,Systems,Kinesthetic,2.4,31.3,89.9,41.4,34.9,2025-06-30
27595,27595,49.9,56.4,40.1,63.8,74.5,37.9,66.0,66.9,Spiritual,Directive,Creative,Multimodal,28.0,79.8,54.1,45.2,64.3,2025-06-30
27596,27596,41.9,22.7,60.9,29.1,99.9,95.4,0.0,16.1,Emotion-focused,Behavioral,Lateral,Reading/Writing,4.9,21.5,66.8,26.7,25.5,2025-06-30
27597,27597,53.6,47.3,47.9,52.2,83.5,58.8,42.0,30.7,Mixed,Behavioral,Critical,Visual,56.8,65.7,58.8,66.6,58.9,2025-06-30
27598,27598,42.9,52.2,59.4,34.2,100.0,81.2,17.3,45.1,Avoidance,Conceptual,Creative,Reading/Writing,25.6,34.6,59.7,30.9,54.4,2025-06-30
27599,27599,74.0,68.4,37.3,79.9,58.2,38.8,53.0,63.8,Problem-focused,Analytical,Lateral,Kinesthetic,17.7,16.2,68.0,81.2,41.6,2025-06-30
27600,27600,59.6,54.1,63.3,50.9,82.7,47.0,39.5,62.8,Avoidance,Intuitive,Creative,Auditory,68.0,37.2,58.2,46.0,29.4,2025-06-30
27601,27601,59.0,66.8,49.5,57.9,72.0,33.4,67.7,51.2,Mixed,Directive,Lateral,Reading/Writing,14.8,47.6,52.4,51.4,57.4,2025-06-30
27602,27602,43.5,58.5,47.9,47.1,92.5,86.0,8.0,63.1,Emotion-focused,Analytical,Linear,Kinesthetic,42.6,52.6,41.7,41.3,64.9,2025-06-30
27603,27603,77.8,67.5,33.1,69.5,52.8,86.2,37.9,43.9,Avoidance,Conceptual,Linear,Reading/Writing,40.2,65.8,61.5,61.0,53.8,2025-06-30
27604,27604,62.4,39.7,54.6,48.1,49.4,61.5,31.0,28.3,Spiritual,Analytical,Lateral,Multimodal,16.9,69.3,71.7,46.5,44.6,2025-06-30
27605,27605,40.0,46.4,47.1,47.2,93.3,49.6,53.4,70.6,Mixed,Behavioral,Creative,Kinesthetic,25.8,17.9,61.8,12.5,38.7,2025-06-30
27606,27606,80.7,53.4,42.0,58.5,70.5,67.7,34.4,30.2,Emotion-focused,Conceptual,Linear,Multimodal,44.9,55.4,29.0,44.7,56.2,2025-06-30
27607,27607,56.2,74.4,50.3,69.0,37.0,32.4,54.6,20.1,Social,Directive,Creative,Auditory,9.1,62.0,28.9,53.5,64.0,2025-06-30
27608,27608,55.0,54.6,32.8,58.6,56.3,58.0,37.6,55.7,Emotion-focused,Conceptual,Critical,Reading/Writing,23.9,40.5,73.9,46.7,50.7,2025-06-30
27609,27609,39.9,50.1,44.8,55.0,75.9,58.6,37.2,75.2,Mixed,Directive,Linear,Multimodal,45.9,21.7,35.0,42.4,38.0,2025-06-30
27610,27610,52.7,60.1,62.9,56.8,63.7,44.4,49.8,41.5,Mixed,Directive,Creative,Auditory,20.9,0.9,50.5,38.7,22.2,2025-06-30
27611,27611,67.0,52.8,35.9,50.5,79.2,55.1,52.1,59.7,Mixed,Conceptual,Systems,Reading/Writing,52.3,44.8,36.4,47.9,47.4,2025-06-30
27612,27612,54.9,57.3,51.2,51.9,77.0,73.0,28.1,77.3,Problem-focused,Directive,Critical,Auditory,30.2,65.9,13.2,56.2,66.6,2025-06-30
27613,27613,48.1,58.1,76.6,40.4,74.2,46.0,42.4,68.9,Mixed,Conceptual,Lateral,Visual,25.2,6.0,17.7,38.3,37.1,2025-06-30
27614,27614,57.5,59.5,56.2,63.0,68.9,58.8,42.0,38.9,Emotion-focused,Analytical,Lateral,Kinesthetic,32.7,41.6,63.9,30.4,32.4,2025-06-30
27615,27615,71.4,60.8,38.6,68.1,40.2,51.9,62.8,56.3,Spiritual,Intuitive,Critical,Multimodal,65.5,45.0,21.6,60.4,44.9,2025-06-30
27616,27616,47.4,53.8,40.3,53.8,81.5,65.0,38.7,25.9,Avoidance,Analytical,Systems,Kinesthetic,26.2,66.9,63.8,39.4,72.6,2025-06-30
27617,27617,64.5,48.2,55.2,53.6,78.7,77.6,23.2,45.7,Problem-focused,Behavioral,Creative,Multimodal,37.9,17.8,44.2,53.2,38.1,2025-06-30
27618,27618,50.9,70.3,35.3,68.1,77.3,25.3,63.1,32.7,Emotion-focused,Conceptual,Linear,Visual,9.3,32.6,38.3,59.7,47.6,2025-06-30
27619,27619,56.7,71.6,39.0,70.7,47.7,44.8,61.2,45.9,Spiritual,Analytical,Linear,Visual,57.0,69.6,40.7,75.0,81.4,2025-06-30
27620,27620,54.4,58.6,49.9,57.9,72.7,86.1,36.8,36.4,Avoidance,Behavioral,Creative,Auditory,19.3,67.5,40.4,63.6,61.8,2025-06-30
27621,27621,59.5,81.6,48.0,67.4,56.8,37.2,64.5,42.8,Avoidance,Behavioral,Systems,Multimodal,24.1,28.0,66.6,52.9,50.9,2025-06-30
27622,27622,80.4,70.0,59.4,65.5,34.1,44.0,67.1,36.7,Problem-focused,Analytical,Creative,Visual,17.8,22.1,78.3,56.4,44.6,2025-06-30
27623,27623,62.8,72.6,37.2,65.9,30.6,57.4,46.2,67.7,Social,Directive,Lateral,Visual,38.2,0.0,28.6,35.6,37.8,2025-06-30
27624,27624,40.5,30.0,58.3,43.5,79.7,93.0,9.5,26.5,Problem-focused,Conceptual,Linear,Kinesthetic,63.6,37.8,44.4,46.9,39.4,2025-06-30
27625,27625,83.1,66.1,16.0,71.2,50.0,43.1,54.0,35.5,Avoidance,Behavioral,Lateral,Multimodal,33.6,53.3,41.7,51.0,41.1,2025-06-30
27626,27626,63.3,35.0,58.3,48.6,84.0,83.7,14.7,39.3,Problem-focused,Intuitive,Lateral,Multimodal,58.5,26.5,54.6,19.2,16.4,2025-06-30
27627,27627,71.0,69.5,48.9,68.0,65.5,39.9,58.7,52.4,Avoidance,Analytical,Linear,Multimodal,29.5,38.9,68.4,61.0,48.8,2025-06-30
27628,27628,39.5,28.2,99.9,27.8,96.4,86.8,30.1,75.0,Spiritual,Conceptual,Linear,Auditory,38.1,64.6,63.3,28.8,50.4,2025-06-30
27629,27629,74.9,66.0,39.1,61.4,70.7,51.3,52.1,41.9,Emotion-focused,Conceptual,Linear,Reading/Writing,29.2,25.1,29.0,69.8,46.9,2025-06-30
27630,27630,85.4,90.1,8.6,86.8,42.5,21.7,65.4,57.2,Social,Conceptual,Systems,Kinesthetic,39.4,66.9,46.0,72.8,61.9,2025-06-30
27631,27631,71.8,64.4,49.0,61.9,51.0,47.9,54.7,48.6,Social,Conceptual,Systems,Kinesthetic,17.4,66.9,60.4,47.1,76.2,2025-06-30
27632,27632,44.9,50.7,55.3,46.3,65.9,58.2,38.7,84.6,Social,Directive,Critical,Kinesthetic,18.9,38.1,53.1,35.5,44.7,2025-06-30
27633,27633,29.7,38.0,65.6,45.9,83.6,65.8,28.9,44.6,Avoidance,Behavioral,Lateral,Multimodal,47.9,39.8,55.0,28.2,26.9,2025-06-30
27634,27634,33.6,45.2,75.6,43.9,68.8,79.0,23.5,12.0,Emotion-focused,Intuitive,Linear,Kinesthetic,39.1,47.5,33.5,18.5,34.2,2025-06-30
27635,27635,53.2,50.5,46.2,56.9,74.2,50.9,40.2,33.1,Emotion-focused,Analytical,Lateral,Auditory,41.7,44.1,12.6,49.2,41.6,2025-06-30
27636,27636,40.6,72.1,45.7,55.5,55.6,64.8,27.1,64.5,Problem-focused,Behavioral,Lateral,Multimodal,68.7,15.6,25.8,43.6,36.1,2025-06-30
27637,27637,14.7,28.2,72.7,27.3,93.1,84.6,21.6,31.9,Spiritual,Conceptual,Critical,Multimodal,29.8,21.5,22.0,22.1,35.1,2025-06-30
27638,27638,50.8,63.8,35.8,59.2,54.8,39.6,55.4,52.4,Avoidance,Intuitive,Linear,Visual,14.5,28.0,83.8,42.4,39.2,2025-06-30
27639,27639,66.1,81.2,36.0,72.6,50.9,46.5,48.0,73.8,Emotion-focused,Intuitive,Creative,Reading/Writing,50.8,26.5,53.7,55.3,49.3,2025-06-30
27640,27640,45.9,56.4,34.8,59.3,49.5,78.4,38.2,36.9,Problem-focused,Behavioral,Creative,Auditory,31.2,72.1,13.1,64.5,68.8,2025-06-30
27641,27641,84.5,79.3,20.7,82.3,76.0,35.3,59.3,36.6,Problem-focused,Directive,Critical,Auditory,19.3,47.5,27.8,67.2,48.1,2025-06-30
27642,27642,76.3,78.2,32.2,69.9,44.4,31.1,60.1,89.8,Mixed,Intuitive,Linear,Kinesthetic,56.7,17.6,33.6,49.3,57.4,2025-06-30
27643,27643,21.8,37.4,70.2,28.0,73.5,58.6,22.9,50.1,Mixed,Directive,Lateral,Auditory,50.7,27.5,40.8,12.6,33.8,2025-06-30
27644,27644,72.6,63.8,58.8,64.1,67.5,59.4,44.5,51.0,Spiritual,Conceptual,Linear,Visual,26.6,29.1,46.1,42.5,29.9,2025-06-30
27645,27645,55.5,60.1,52.9,57.9,64.5,62.5,43.7,67.5,Problem-focused,Conceptual,Lateral,Visual,47.5,35.1,59.4,51.2,47.9,2025-06-30
27646,27646,78.2,81.6,23.3,75.7,56.2,52.7,45.3,50.5,Spiritual,Conceptual,Lateral,Kinesthetic,35.2,49.3,43.4,69.0,61.9,2025-06-30
27647,27647,48.4,53.2,47.2,55.5,65.8,55.8,56.0,49.9,Avoidance,Conceptual,Critical,Visual,43.8,96.4,39.9,59.2,60.5,2025-06-30
27648,27648,75.0,84.9,48.2,70.1,79.8,38.9,66.1,28.8,Emotion-focused,Behavioral,Linear,Auditory,31.2,72.9,25.3,67.8,72.4,2025-06-30
27649,27649,74.0,73.4,42.8,64.4,29.5,50.0,45.3,62.7,Problem-focused,Analytical,Creative,Reading/Writing,0.0,3.1,3.2,50.1,36.8,2025-06-30
27650,27650,76.2,73.0,26.1,69.0,47.9,43.7,66.8,68.0,Mixed,Conceptual,Creative,Kinesthetic,11.7,34.5,56.8,60.7,57.3,2025-06-30
27651,27651,67.6,37.1,54.4,50.4,78.0,74.6,26.7,64.3,Problem-focused,Intuitive,Lateral,Auditory,28.7,40.5,55.4,27.9,35.3,2025-06-30
27652,27652,65.0,58.4,34.4,55.5,39.8,63.1,33.7,73.1,Social,Behavioral,Critical,Kinesthetic,56.0,30.2,62.3,23.8,23.4,2025-06-30
27653,27653,54.0,54.5,36.7,60.7,51.3,71.9,38.5,51.0,Mixed,Analytical,Lateral,Visual,38.5,68.1,93.1,37.3,51.3,2025-06-30
27654,27654,50.8,52.6,36.7,57.6,67.5,56.6,42.7,47.3,Emotion-focused,Behavioral,Critical,Multimodal,56.5,87.6,57.8,60.4,54.1,2025-06-30
27655,27655,30.2,16.2,97.7,17.0,100.0,81.8,18.8,80.4,Mixed,Conceptual,Critical,Visual,49.7,28.0,77.6,26.3,19.2,2025-06-30
27656,27656,79.9,77.4,23.2,77.3,50.1,54.7,35.1,58.6,Emotion-focused,Behavioral,Creative,Kinesthetic,24.4,46.1,68.0,56.6,51.4,2025-06-30
27657,27657,68.4,67.0,64.2,67.4,71.3,56.0,36.2,38.2,Social,Analytical,Creative,Kinesthetic,10.6,11.8,34.9,50.4,42.5,2025-06-30
27658,27658,55.2,64.7,28.4,70.6,52.6,40.7,57.1,39.4,Social,Conceptual,Creative,Visual,50.2,40.5,53.0,69.5,67.3,2025-06-30
27659,27659,70.1,50.8,43.3,55.5,67.1,55.7,40.1,54.5,Mixed,Behavioral,Systems,Multimodal,60.9,36.6,79.6,49.4,49.7,2025-06-30
27660,27660,30.5,60.2,53.4,41.3,79.7,71.5,26.7,98.8,Emotion-focused,Behavioral,Creative,Reading/Writing,24.3,61.4,42.0,35.2,56.9,2025-06-30
27661,27661,38.5,58.4,56.2,52.2,74.4,73.6,25.2,56.2,Spiritual,Analytical,Lateral,Multimodal,61.0,66.0,44.1,59.2,54.4,2025-06-30
27662,27662,100.0,93.1,8.3,91.7,54.3,42.8,56.4,67.5,Spiritual,Behavioral,Critical,Auditory,50.6,24.6,88.2,48.7,64.1,2025-06-30
27663,27663,44.0,40.8,63.5,40.1,73.5,100.0,0.5,34.2,Social,Directive,Linear,Kinesthetic,71.7,36.0,24.9,13.0,37.6,2025-06-30
27664,27664,34.8,46.3,57.7,39.7,84.7,65.2,24.6,80.5,Mixed,Conceptual,Systems,Visual,35.9,52.7,52.3,24.4,50.5,2025-06-30
27665,27665,61.8,42.0,50.8,51.1,64.6,67.5,34.0,52.2,Spiritual,Directive,Critical,Reading/Writing,66.2,14.6,80.5,37.1,39.7,2025-06-30
27666,27666,61.4,79.9,24.2,80.6,39.3,51.9,63.0,28.5,Avoidance,Directive,Systems,Multimodal,32.9,38.2,73.8,42.3,58.4,2025-06-30
27667,27667,50.7,34.8,68.7,38.4,90.7,91.1,12.9,54.7,Mixed,Directive,Lateral,Reading/Writing,62.3,23.2,77.4,34.6,29.9,2025-06-30
27668,27668,65.9,64.6,50.1,67.8,54.5,58.8,43.4,79.5,Spiritual,Intuitive,Creative,Multimodal,36.4,22.9,32.9,52.7,38.5,2025-06-30
27669,27669,53.9,66.8,55.2,62.8,57.7,57.6,42.6,61.0,Mixed,Behavioral,Linear,Visual,14.4,70.1,23.4,76.5,67.7,2025-06-30
27670,27670,70.4,50.7,40.2,51.5,54.4,56.5,38.5,36.6,Emotion-focused,Behavioral,Creative,Kinesthetic,25.2,37.1,24.8,57.4,49.9,2025-06-30
27671,27671,62.6,62.1,24.3,71.3,46.5,71.4,34.8,78.8,Spiritual,Intuitive,Systems,Visual,43.2,42.2,50.1,71.1,46.9,2025-06-30
27672,27672,36.3,39.5,61.8,51.3,72.5,85.9,15.5,48.0,Problem-focused,Conceptual,Linear,Reading/Writing,14.9,27.6,41.3,54.3,38.8,2025-06-30
27673,27673,90.0,85.6,5.2,86.1,43.3,44.5,61.6,53.2,Social,Directive,Lateral,Visual,48.5,33.6,57.7,57.8,60.6,2025-06-30
27674,27674,59.6,46.8,58.3,50.1,77.6,85.0,21.8,66.7,Emotion-focused,Conceptual,Creative,Visual,35.5,35.2,67.1,39.0,43.0,2025-06-30
27675,27675,56.6,75.1,33.1,65.6,57.5,54.7,38.9,69.5,Spiritual,Directive,Lateral,Multimodal,89.2,35.6,35.7,51.0,51.2,2025-06-30
27676,27676,66.0,60.2,44.3,61.7,63.3,71.7,40.2,85.3,Social,Directive,Lateral,Visual,62.9,26.8,63.3,25.9,44.5,2025-06-30
27677,27677,81.4,94.9,18.6,86.9,45.1,56.3,37.0,47.7,Social,Intuitive,Systems,Reading/Writing,50.3,10.3,19.8,61.2,47.3,2025-06-30
27678,27678,49.8,46.0,43.5,47.0,55.2,75.0,23.0,7.7,Emotion-focused,Directive,Critical,Reading/Writing,43.3,53.8,31.1,52.0,41.1,2025-06-30
27679,27679,49.1,53.9,62.5,54.0,61.4,72.7,38.2,72.8,Emotion-focused,Directive,Creative,Kinesthetic,64.4,30.8,53.6,65.1,49.7,2025-06-30
27680,27680,54.2,37.0,62.9,47.1,80.5,88.0,24.2,44.6,Emotion-focused,Analytical,Lateral,Visual,45.4,19.8,31.8,35.5,35.1,2025-06-30
27681,27681,44.3,46.7,50.5,46.9,65.0,92.9,12.7,47.0,Emotion-focused,Directive,Creative,Multimodal,48.3,44.9,71.6,54.4,43.5,2025-06-30
27682,27682,66.6,49.1,53.6,57.3,73.4,67.9,42.5,47.8,Mixed,Behavioral,Lateral,Multimodal,36.5,56.2,50.6,63.2,54.8,2025-06-30
27683,27683,53.4,60.4,65.7,42.8,76.6,85.1,9.7,51.6,Spiritual,Conceptual,Creative,Multimodal,20.4,43.0,8.1,47.4,58.0,2025-06-30
27684,27684,63.5,54.9,54.2,59.6,73.3,40.6,52.3,50.8,Social,Directive,Lateral,Multimodal,32.8,14.9,66.5,53.6,18.6,2025-06-30
27685,27685,69.9,73.2,34.3,63.4,31.0,34.7,65.2,77.9,Problem-focused,Analytical,Critical,Kinesthetic,25.0,21.6,80.0,39.8,36.5,2025-06-30
27686,27686,53.9,43.9,46.1,57.5,52.1,87.0,18.1,63.8,Spiritual,Behavioral,Lateral,Kinesthetic,2.1,4.4,63.0,42.6,10.6,2025-06-30
27687,27687,60.6,70.3,59.2,56.3,65.9,60.4,41.7,45.7,Social,Conceptual,Creative,Auditory,43.1,75.9,51.9,83.4,75.5,2025-06-30
27688,27688,61.2,63.6,44.9,67.5,65.2,50.5,43.5,55.9,Emotion-focused,Intuitive,Linear,Reading/Writing,31.5,46.9,51.9,45.7,53.3,2025-06-30
27689,27689,56.4,39.1,40.0,52.1,77.0,82.9,24.3,49.2,Problem-focused,Intuitive,Creative,Kinesthetic,43.9,10.6,73.1,33.9,27.8,2025-06-30
27690,27690,36.3,40.9,56.9,43.5,72.1,85.4,26.0,38.9,Mixed,Intuitive,Systems,Multimodal,34.4,51.8,67.6,42.6,42.8,2025-06-30
27691,27691,52.0,69.8,20.7,72.4,52.0,52.9,52.6,39.9,Problem-focused,Behavioral,Linear,Visual,31.4,49.8,2.5,53.6,50.8,2025-06-30
27692,27692,65.8,45.8,77.7,45.3,75.4,81.4,18.6,56.6,Spiritual,Intuitive,Critical,Multimodal,51.8,53.9,59.8,24.0,35.7,2025-06-30
27693,27693,44.9,34.9,48.4,47.2,74.0,99.2,9.9,53.6,Mixed,Intuitive,Critical,Reading/Writing,18.8,22.9,55.7,37.4,40.6,2025-06-30
27694,27694,94.2,75.7,7.8,81.6,32.0,42.1,58.4,46.2,Mixed,Behavioral,Linear,Auditory,25.9,36.3,31.9,61.2,44.6,2025-06-30
27695,27695,44.9,50.4,44.0,58.7,62.7,79.5,26.9,71.9,Spiritual,Conceptual,Creative,Auditory,38.4,32.4,36.1,48.6,32.8,2025-06-30
27696,27696,65.6,55.3,28.0,55.5,86.5,49.7,52.4,57.6,Mixed,Conceptual,Creative,Kinesthetic,63.8,39.1,3.9,43.7,38.4,2025-06-30
27697,27697,100.0,83.5,37.7,85.6,32.5,49.1,55.1,32.3,Avoidance,Intuitive,Systems,Kinesthetic,70.2,25.9,65.9,52.4,43.0,2025-06-30
27698,27698,79.0,69.9,27.2,77.0,53.3,57.5,51.1,26.7,Problem-focused,Behavioral,Linear,Reading/Writing,15.4,19.6,100.0,51.2,43.6,2025-06-30
27699,27699,67.0,66.1,45.0,57.7,41.1,55.9,32.8,89.5,Avoidance,Behavioral,Critical,Multimodal,11.9,35.5,30.2,44.9,47.1,2025-06-30
27700,27700,76.5,78.2,29.0,75.4,46.9,31.3,63.7,49.5,Mixed,Directive,Linear,Multimodal,48.7,62.1,40.1,57.0,67.8,2025-06-30
27701,27701,65.9,36.9,42.1,50.1,63.6,59.4,37.0,71.7,Social,Analytical,Lateral,Multimodal,31.1,54.4,48.0,56.2,55.5,2025-06-30
27702,27702,26.7,25.9,73.3,28.4,86.6,75.5,21.7,63.5,Mixed,Analytical,Systems,Multimodal,36.5,39.4,77.3,33.3,24.7,2025-06-30
27703,27703,55.0,49.5,50.6,56.6,33.0,62.7,34.6,48.1,Avoidance,Directive,Linear,Kinesthetic,54.9,47.3,63.7,44.3,55.6,2025-06-30
27704,27704,57.1,59.8,26.8,62.3,84.8,80.0,34.8,26.9,Social,Analytical,Lateral,Kinesthetic,9.5,0.8,18.8,35.8,24.8,2025-06-30
27705,27705,42.5,49.5,54.4,48.2,61.1,53.8,45.1,48.0,Problem-focused,Behavioral,Lateral,Auditory,13.8,24.2,82.2,17.1,29.2,2025-06-30
27706,27706,81.2,75.4,43.9,74.3,30.8,60.8,47.7,7.5,Avoidance,Behavioral,Creative,Auditory,56.0,64.2,64.7,79.0,61.3,2025-06-30
27707,27707,61.9,45.5,48.4,54.4,43.1,38.1,53.7,72.4,Emotion-focused,Conceptual,Creative,Kinesthetic,41.6,22.7,47.8,50.2,33.1,2025-06-30
27708,27708,63.5,57.7,40.4,66.8,62.1,48.0,51.8,78.3,Mixed,Analytical,Linear,Auditory,45.7,64.7,31.4,44.4,53.7,2025-06-30
27709,27709,30.9,42.2,64.1,37.5,68.6,86.5,21.4,41.9,Spiritual,Conceptual,Systems,Reading/Writing,48.0,42.3,0.0,45.9,43.9,2025-06-30
27710,27710,72.3,72.4,35.0,62.7,54.3,53.5,41.3,54.8,Spiritual,Conceptual,Systems,Auditory,44.2,59.0,48.3,48.4,61.1,2025-06-30
27711,27711,37.1,52.1,63.4,44.1,60.8,95.8,9.4,57.0,Problem-focused,Conceptual,Systems,Multimodal,49.2,37.4,47.1,51.7,43.2,2025-06-30
27712,27712,47.5,53.2,47.4,48.9,58.7,91.4,32.6,52.1,Social,Directive,Systems,Multimodal,48.6,33.8,66.2,30.8,41.5,2025-06-30
27713,27713,43.5,48.3,57.9,53.4,56.3,53.7,44.0,51.1,Problem-focused,Directive,Systems,Multimodal,55.2,30.5,65.0,54.9,52.4,2025-06-30
27714,27714,39.4,52.9,37.8,55.7,71.7,64.4,35.4,87.0,Emotion-focused,Analytical,Critical,Kinesthetic,21.9,20.2,46.5,49.2,28.8,2025-06-30
27715,27715,46.7,46.2,58.3,46.3,97.6,76.3,24.4,42.5,Avoidance,Intuitive,Lateral,Reading/Writing,0.0,44.1,34.0,40.2,57.2,2025-06-30
27716,27716,76.2,56.0,61.3,64.5,39.3,81.8,24.3,62.0,Social,Intuitive,Systems,Multimodal,44.4,45.1,56.3,49.4,42.3,2025-06-30
27717,27717,42.2,16.9,77.5,28.1,92.8,62.6,23.8,30.8,Mixed,Intuitive,Systems,Visual,26.6,33.1,36.3,18.6,27.4,2025-06-30
