outcome_id,user_id,period,effort_score,surrender_score,balance_index,success_score,failure_score,productivity,creativity,leadership,financial_growth,career_growth,relationship_score,health_improvement,happiness_score,burnout_flag,success_label,recorded_at
5769,5769,Q3-2025,86.2,62.0,75.8,57.6,46.1,53.8,46.0,61.2,21.7,36.8,25.5,6.7,76.3,1,0,2025-12-31
5770,5770,Q3-2025,56.7,69.5,87.2,72.6,24.1,58.2,72.7,72.0,31.3,55.6,48.9,27.1,66.5,0,1,2025-12-31
5771,5771,Q4-2025,26.8,77.0,49.8,47.1,57.4,45.1,4.7,56.0,41.8,29.2,62.0,41.9,74.7,0,0,2025-12-31
5772,5772,Q2-2025,55.8,41.2,85.4,67.9,36.9,72.0,56.9,94.0,61.6,64.5,42.5,74.5,77.1,0,1,2025-12-31
5773,5773,Q4-2025,59.5,44.5,85.0,66.8,34.8,53.4,71.2,66.0,46.4,72.0,25.6,37.1,67.0,0,1,2025-12-31
5774,5774,Q1-2025,44.2,35.2,91.0,78.5,20.7,64.4,57.8,74.8,24.6,55.3,6.1,57.2,52.9,0,1,2025-12-31
5775,5775,Q4-2025,69.6,28.4,58.8,53.1,49.6,57.7,39.8,71.7,59.0,28.3,49.7,44.1,24.2,0,0,2025-12-31
5776,5776,H2-2025,54.2,23.8,69.6,67.6,28.6,49.3,57.8,78.7,12.0,58.1,16.1,33.5,63.1,0,1,2025-12-31
5777,5777,H1-2025,56.9,15.4,58.5,38.6,59.8,23.6,21.8,68.3,32.1,36.5,2.6,31.5,28.1,0,0,2025-12-31
5778,5778,Q4-2025,87.2,56.7,69.5,56.7,37.7,50.4,81.9,71.4,35.1,55.9,7.9,18.5,55.4,0,0,2025-12-31
5779,5779,Q1-2025,47.5,58.2,89.3,69.6,32.1,54.6,79.7,86.5,51.2,49.9,43.5,63.3,60.4,0,1,2025-12-31
5780,5780,Q3-2025,76.1,34.7,58.6,37.9,51.8,39.9,83.9,68.1,-21.0,44.1,33.1,54.2,50.2,0,0,2025-12-31
5781,5781,H2-2025,55.0,72.3,82.7,63.4,38.0,56.4,100.0,84.8,33.5,47.7,61.3,7.4,63.1,0,0,2025-12-31
5782,5782,Q4-2025,54.2,59.1,95.1,60.3,33.2,37.2,100.0,93.6,42.1,60.1,41.3,13.0,81.6,0,0,2025-12-31
5783,5783,Q2-2025,89.4,56.0,66.6,62.7,28.7,37.4,59.6,78.7,33.3,38.4,57.2,41.3,51.6,0,0,2025-12-31
5784,5784,H1-2025,49.0,35.4,86.4,71.3,29.0,46.3,95.9,81.6,22.8,61.0,45.5,41.5,72.4,0,1,2025-12-31
5785,5785,Q4-2025,64.2,59.9,95.7,60.0,31.8,29.2,60.5,73.4,37.9,62.2,55.6,13.3,64.2,0,0,2025-12-31
5786,5786,Q4-2025,98.0,37.7,39.7,46.9,47.1,65.6,24.6,56.9,22.6,32.9,50.1,28.9,69.3,0,0,2025-12-31
5787,5787,H1-2025,43.7,30.3,86.6,66.3,39.1,55.2,100.0,74.1,21.6,32.5,33.3,32.4,64.5,0,1,2025-12-31
5788,5788,Q1-2025,40.5,9.7,69.2,61.9,40.4,40.8,68.5,98.5,23.6,58.1,5.7,16.4,61.1,0,0,2025-12-31
5789,5789,Q2-2025,67.4,28.0,60.6,56.4,36.6,62.6,52.2,60.2,39.7,25.1,44.7,22.9,42.9,0,0,2025-12-31
5790,5790,Q2-2025,80.3,29.8,49.5,39.6,69.9,59.3,51.3,52.8,3.1,22.4,15.1,47.7,63.1,0,0,2025-12-31
5791,5791,H1-2025,62.8,37.4,74.6,54.5,36.3,59.8,82.3,68.3,8.4,38.7,32.9,29.0,63.1,0,0,2025-12-31
5792,5792,Q2-2025,52.0,59.6,92.4,66.5,36.4,38.7,84.6,80.2,31.5,48.9,41.9,76.8,67.6,0,1,2025-12-31
5793,5793,Q1-2025,56.3,15.6,59.3,50.3,44.2,60.7,40.9,56.0,29.9,54.4,13.4,34.9,58.2,0,0,2025-12-31
5794,5794,Q3-2025,85.4,28.3,42.9,54.4,32.3,77.0,92.3,57.8,41.3,51.8,7.1,34.1,61.9,0,0,2025-12-31
5795,5795,Q3-2025,77.7,32.2,54.5,45.1,55.0,50.2,68.2,48.7,31.1,39.3,29.4,21.8,52.1,1,0,2025-12-31
5796,5796,H1-2025,78.4,47.1,68.7,73.1,28.5,62.0,45.5,62.5,44.1,64.3,47.8,30.1,39.9,0,1,2025-12-31
5797,5797,Q2-2025,99.6,33.3,33.7,40.0,65.5,86.2,71.9,43.9,-15.2,32.4,40.1,30.4,28.1,0,0,2025-12-31
5798,5798,Q1-2025,72.1,60.0,87.9,60.2,33.2,74.9,46.5,74.9,44.0,65.9,21.8,40.0,51.3,1,0,2025-12-31
5799,5799,H1-2025,59.1,21.5,62.4,45.4,56.5,40.2,43.7,59.7,16.7,48.2,23.5,31.0,61.6,0,0,2025-12-31
5800,5800,Q1-2025,66.7,32.8,66.1,66.6,30.2,54.2,53.5,70.4,20.6,59.9,17.9,39.7,43.8,0,1,2025-12-31
5801,5801,H2-2025,51.6,52.2,99.4,89.0,6.5,61.6,35.4,77.2,45.6,62.8,28.9,31.6,74.9,0,1,2025-12-31
5802,5802,Q4-2025,60.8,26.7,65.9,61.2,32.6,55.4,50.4,71.0,39.9,37.5,9.6,41.3,57.7,0,0,2025-12-31
5803,5803,H1-2025,66.6,30.5,63.9,68.3,43.6,68.7,66.3,24.1,30.3,56.6,37.8,56.6,63.9,0,1,2025-12-31
5804,5804,Q4-2025,56.8,54.8,98.0,56.8,34.7,42.1,30.6,64.5,28.6,54.6,32.1,49.6,58.3,0,0,2025-12-31
5805,5805,Q2-2025,55.7,2.5,46.8,58.7,39.0,58.7,48.4,51.0,41.3,42.1,20.6,4.2,55.8,0,0,2025-12-31
5806,5806,H2-2025,61.3,44.1,82.8,69.8,37.0,50.2,20.2,79.6,47.7,51.4,13.9,47.3,76.1,0,1,2025-12-31
5807,5807,Q3-2025,53.7,16.9,63.2,51.7,48.2,58.6,81.8,65.2,34.3,38.4,37.0,67.0,49.4,0,0,2025-12-31
5808,5808,Q2-2025,79.3,33.1,53.8,67.1,34.5,82.2,42.3,73.0,31.9,47.6,11.3,34.3,49.8,0,1,2025-12-31
5809,5809,H1-2025,58.8,39.7,80.9,46.5,45.8,39.8,3.6,70.0,47.4,41.5,34.0,38.5,64.9,1,0,2025-12-31
5810,5810,Q2-2025,46.0,15.0,69.0,35.7,73.6,36.4,52.3,60.2,-8.2,30.7,17.5,40.9,46.1,0,0,2025-12-31
5811,5811,Q4-2025,41.7,36.4,94.7,59.3,47.0,57.1,80.2,84.7,47.2,72.5,20.1,39.7,54.5,0,0,2025-12-31
5812,5812,Q2-2025,90.9,32.5,41.6,34.9,70.9,40.0,51.9,64.4,18.3,25.4,30.1,30.7,61.3,0,0,2025-12-31
5813,5813,Q1-2025,59.0,12.3,53.3,68.1,24.1,75.6,66.1,55.7,23.7,48.4,0.0,9.5,52.0,0,1,2025-12-31
5814,5814,H1-2025,56.5,46.2,89.7,65.5,35.2,9.0,40.3,74.6,17.3,60.7,41.9,60.3,60.5,0,1,2025-12-31
5815,5815,Q4-2025,39.5,25.6,86.1,67.8,41.7,56.3,42.6,84.4,28.6,51.1,37.2,45.1,52.9,0,1,2025-12-31
5816,5816,Q3-2025,90.8,35.3,44.5,44.1,50.4,55.0,38.6,69.0,4.8,47.4,29.6,34.8,89.8,0,0,2025-12-31
5817,5817,H2-2025,70.6,25.8,55.2,47.8,64.5,52.3,50.5,60.5,17.8,27.4,12.5,25.8,46.6,0,0,2025-12-31
5818,5818,Q4-2025,45.5,55.1,90.4,47.8,52.7,63.4,64.8,76.4,28.9,52.5,30.6,49.3,72.2,1,0,2025-12-31
5819,5819,Q3-2025,91.0,89.1,98.1,64.1,30.3,42.7,75.5,87.6,33.1,64.9,48.4,26.7,74.0,0,0,2025-12-31
5820,5820,Q1-2025,86.3,28.5,42.2,39.5,66.7,49.8,22.1,61.0,28.5,22.3,19.0,30.4,60.1,0,0,2025-12-31
5821,5821,Q2-2025,58.5,34.0,75.5,65.7,29.5,51.4,65.2,70.1,22.0,73.3,38.6,27.7,67.0,0,1,2025-12-31
5822,5822,Q2-2025,93.2,45.8,52.6,47.1,54.0,25.0,46.1,78.8,-5.3,27.7,26.0,33.4,34.9,0,0,2025-12-31
5823,5823,Q2-2025,86.9,23.4,36.5,25.2,69.3,76.9,68.5,31.8,24.3,16.7,11.5,56.7,58.4,0,0,2025-12-31
5824,5824,Q1-2025,53.8,39.7,85.9,61.4,47.1,43.7,68.7,51.7,43.0,43.3,15.8,38.2,28.0,0,0,2025-12-31
5825,5825,H1-2025,63.4,86.5,76.9,42.9,61.4,47.6,56.9,82.3,-0.5,33.8,69.8,10.5,74.2,0,0,2025-12-31
5826,5826,Q2-2025,54.5,89.9,64.6,42.6,70.2,51.1,52.6,61.6,-4.9,40.1,77.2,32.2,73.1,0,0,2025-12-31
5827,5827,Q2-2025,58.9,20.9,62.0,61.7,27.8,83.8,8.9,41.2,30.0,37.3,18.3,44.4,38.0,0,0,2025-12-31
5828,5828,H1-2025,55.6,41.6,86.0,46.6,53.8,18.7,58.3,36.9,15.6,50.3,31.6,46.3,37.2,0,0,2025-12-31
5829,5829,Q4-2025,42.0,46.5,95.5,67.6,42.0,42.9,61.5,68.7,26.3,60.8,37.4,44.1,65.4,0,1,2025-12-31
5830,5830,Q3-2025,79.3,59.7,80.4,60.3,38.2,67.2,14.7,50.0,9.9,48.4,51.1,55.5,32.5,0,0,2025-12-31
5831,5831,H1-2025,100.0,53.9,53.9,44.1,52.1,55.4,68.9,67.5,-2.1,43.9,48.5,18.2,80.2,0,0,2025-12-31
5832,5832,Q1-2025,75.0,54.1,79.1,57.6,42.2,40.2,62.7,76.4,45.5,58.5,43.1,37.5,52.6,0,0,2025-12-31
5833,5833,H2-2025,62.8,56.0,93.2,73.0,26.8,51.8,76.3,74.0,28.3,52.8,56.9,20.9,58.7,0,1,2025-12-31
5834,5834,Q3-2025,80.7,78.9,98.2,74.7,27.2,35.7,44.6,49.7,40.7,46.1,42.6,48.6,57.3,1,1,2025-12-31
5835,5835,H2-2025,63.6,38.2,74.6,70.3,23.0,59.5,49.9,58.7,27.1,47.9,42.0,33.6,45.1,0,1,2025-12-31
5836,5836,Q1-2025,53.8,70.8,83.0,62.0,37.2,44.1,40.8,78.2,42.9,47.1,59.5,49.6,70.0,0,0,2025-12-31
5837,5837,H2-2025,61.0,16.7,55.7,42.7,70.9,45.1,50.4,55.8,30.7,42.3,10.2,47.4,38.4,0,0,2025-12-31
5838,5838,H2-2025,77.1,48.3,71.2,58.9,34.3,71.1,75.4,51.5,12.3,48.1,30.8,44.0,79.5,0,0,2025-12-31
5839,5839,Q2-2025,83.1,59.0,75.9,58.8,47.6,22.4,51.6,58.3,21.0,49.0,46.4,19.3,69.7,0,0,2025-12-31
5840,5840,H1-2025,19.0,56.6,62.4,60.3,45.1,57.9,100.0,58.5,35.4,48.3,34.7,63.2,53.9,0,0,2025-12-31
5841,5841,H1-2025,80.4,46.7,66.3,52.1,42.7,42.2,56.7,62.4,31.7,37.7,33.8,31.5,58.2,0,0,2025-12-31
5842,5842,Q4-2025,43.0,18.9,75.9,57.5,41.6,48.0,91.9,70.2,11.5,45.9,20.6,64.3,78.6,0,0,2025-12-31
5843,5843,H2-2025,55.7,78.4,77.3,68.5,35.2,56.1,81.1,83.4,54.9,67.7,49.2,29.1,64.4,0,1,2025-12-31
5844,5844,Q1-2025,79.8,46.7,66.9,59.4,46.7,88.4,80.2,65.2,49.5,56.6,9.0,59.3,78.4,0,0,2025-12-31
5845,5845,H1-2025,68.3,31.8,63.5,46.5,54.0,77.3,40.9,55.9,14.8,47.3,26.8,15.8,54.9,0,0,2025-12-31
5846,5846,Q4-2025,49.6,65.7,83.9,51.4,60.0,35.7,50.3,59.9,63.1,56.2,57.6,28.3,68.9,0,0,2025-12-31
5847,5847,H2-2025,58.2,25.8,67.6,54.8,51.4,15.5,100.0,58.6,41.8,44.6,26.1,43.7,41.3,0,0,2025-12-31
5848,5848,H2-2025,57.0,96.0,61.0,54.3,32.8,22.0,27.4,85.4,8.5,55.2,62.3,23.2,79.6,0,0,2025-12-31
5849,5849,Q2-2025,65.6,22.3,56.7,53.0,39.1,61.6,42.4,45.9,42.6,26.8,5.5,52.8,47.6,0,0,2025-12-31
5850,5850,Q2-2025,63.6,36.4,72.8,60.2,35.7,23.4,21.6,44.2,24.5,40.1,38.7,3.1,76.5,0,0,2025-12-31
5851,5851,H2-2025,39.0,45.8,93.2,64.3,30.6,63.5,69.2,86.4,30.3,57.5,54.0,40.0,54.8,0,0,2025-12-31
5852,5852,Q4-2025,69.9,30.5,60.6,65.7,43.1,82.4,73.0,76.0,31.3,55.9,25.7,17.7,65.0,0,1,2025-12-31
5853,5853,Q3-2025,50.5,39.6,89.1,60.3,48.5,40.7,46.3,61.6,37.5,32.8,25.4,45.5,53.6,0,0,2025-12-31
5854,5854,Q3-2025,57.5,27.4,69.9,50.8,51.9,49.9,87.1,57.5,33.7,43.0,18.1,27.8,55.6,0,0,2025-12-31
5855,5855,Q2-2025,26.2,33.0,93.2,62.0,42.8,10.0,50.3,82.4,42.4,58.4,25.7,59.6,57.4,0,0,2025-12-31
5856,5856,Q4-2025,74.7,30.9,56.2,41.9,60.1,68.6,34.8,56.6,23.0,8.7,31.3,39.4,74.2,0,0,2025-12-31
5857,5857,H2-2025,61.0,39.0,78.0,65.0,35.6,63.1,54.8,67.3,20.1,58.1,25.7,1.5,62.3,0,1,2025-12-31
5858,5858,Q4-2025,52.1,49.0,96.9,62.4,39.2,41.4,100.0,78.3,10.1,48.5,27.1,24.9,24.9,0,0,2025-12-31
5859,5859,Q4-2025,42.1,13.2,71.1,63.9,41.6,60.9,69.4,55.7,11.9,37.7,7.8,43.9,53.3,0,0,2025-12-31
5860,5860,Q3-2025,22.0,63.6,58.4,58.3,51.1,24.4,89.5,52.3,24.4,57.2,54.7,50.1,80.1,0,0,2025-12-31
5861,5861,H2-2025,81.3,41.7,60.4,53.6,40.4,45.4,96.9,68.0,26.0,47.6,33.3,39.0,51.8,0,0,2025-12-31
5862,5862,Q4-2025,46.9,40.1,93.2,53.7,37.6,31.7,87.8,44.0,22.0,40.1,21.8,51.4,63.5,0,0,2025-12-31
5863,5863,Q2-2025,63.7,62.4,98.7,72.6,25.4,50.6,31.8,60.1,35.5,43.0,52.6,45.9,55.2,0,1,2025-12-31
5864,5864,Q4-2025,39.8,41.6,98.2,81.3,21.3,40.1,55.2,62.5,45.3,68.4,27.9,54.2,38.7,0,1,2025-12-31
5865,5865,Q4-2025,65.2,46.2,81.0,69.8,31.4,38.9,58.2,72.5,37.8,66.8,31.5,39.1,72.0,0,1,2025-12-31
5866,5866,Q1-2025,100.0,43.6,43.6,39.3,53.5,74.6,49.4,68.9,52.0,36.8,31.1,24.4,81.4,0,0,2025-12-31
5867,5867,Q2-2025,77.8,33.8,56.0,54.5,42.4,56.1,85.7,65.4,27.9,40.3,22.2,32.2,52.2,0,0,2025-12-31
5868,5868,Q4-2025,80.4,58.1,77.7,52.7,38.3,46.9,62.9,73.6,45.8,62.9,57.4,56.1,55.5,0,0,2025-12-31
5869,5869,H1-2025,62.5,40.0,77.5,54.1,50.8,56.9,63.1,97.6,33.9,64.3,15.0,7.5,68.2,1,0,2025-12-31
5870,5870,Q2-2025,30.2,48.1,82.1,71.3,30.5,48.4,75.8,89.0,25.5,63.9,62.0,26.5,69.4,0,1,2025-12-31
5871,5871,H2-2025,45.9,67.2,78.7,64.9,37.4,60.0,76.7,78.0,32.7,73.5,49.3,49.0,77.2,0,0,2025-12-31
5872,5872,Q1-2025,32.1,23.1,91.0,71.3,29.1,59.0,44.4,70.4,36.9,46.7,31.4,11.5,43.8,0,1,2025-12-31
5873,5873,H1-2025,52.3,21.9,69.6,43.6,59.2,57.5,61.8,49.7,-5.6,25.0,30.2,11.7,66.7,0,0,2025-12-31
5874,5874,Q1-2025,59.2,65.7,93.5,71.9,26.3,54.1,53.9,67.6,27.7,39.8,36.4,24.4,49.0,0,1,2025-12-31
5875,5875,H1-2025,49.7,34.4,84.7,76.7,25.2,45.0,5.9,77.6,30.3,76.2,26.7,44.0,64.6,0,1,2025-12-31
5876,5876,H2-2025,52.5,64.4,88.1,72.5,27.7,85.4,57.3,74.2,38.5,41.3,47.4,19.2,64.1,0,1,2025-12-31
5877,5877,H2-2025,60.5,62.3,98.2,69.4,31.3,54.2,63.6,69.1,71.6,40.1,67.1,37.1,31.6,0,1,2025-12-31
5878,5878,H2-2025,35.9,25.7,89.8,54.7,54.9,12.4,100.0,69.1,3.6,46.0,44.2,34.9,37.6,0,0,2025-12-31
5879,5879,Q2-2025,52.5,45.6,93.1,72.5,20.8,53.3,73.9,65.0,42.9,62.8,25.3,13.0,49.8,0,1,2025-12-31
5880,5880,Q4-2025,60.4,23.3,62.9,60.5,49.4,35.7,67.0,63.7,38.2,54.9,40.8,35.3,62.5,0,0,2025-12-31
5881,5881,Q1-2025,59.2,87.0,72.2,60.7,44.7,60.6,58.7,81.8,24.8,43.1,60.4,13.1,48.0,0,0,2025-12-31
5882,5882,Q1-2025,82.7,81.3,98.6,85.1,17.6,66.7,17.3,92.9,30.0,55.1,34.8,42.4,58.2,0,1,2025-12-31
5883,5883,H2-2025,70.9,80.6,90.3,56.5,40.8,37.6,47.9,67.6,11.9,54.7,67.1,45.6,60.2,0,0,2025-12-31
5884,5884,Q1-2025,73.8,9.6,35.8,40.0,60.2,53.0,52.8,55.6,3.1,47.7,0.0,13.5,36.9,0,0,2025-12-31
5885,5885,Q3-2025,60.8,18.3,57.5,49.3,52.8,35.9,86.8,38.4,18.5,29.5,26.1,29.5,38.6,0,0,2025-12-31
5886,5886,Q2-2025,42.4,17.2,74.8,70.3,32.4,53.3,57.6,70.4,21.4,62.7,41.9,37.6,46.9,0,1,2025-12-31
5887,5887,Q1-2025,12.3,44.9,67.4,44.2,56.3,28.5,41.0,63.0,21.7,46.4,43.6,31.2,85.5,0,0,2025-12-31
5888,5888,Q2-2025,73.1,27.3,54.2,43.9,52.2,58.6,44.1,65.8,39.1,48.0,25.7,58.9,48.9,0,0,2025-12-31
5889,5889,H2-2025,65.8,40.5,74.7,70.1,26.6,74.1,18.2,62.6,38.2,58.0,25.3,49.4,65.7,0,1,2025-12-31
5890,5890,H1-2025,70.7,64.2,93.5,59.2,48.6,88.3,54.0,58.0,2.6,23.7,68.2,49.8,42.7,0,0,2025-12-31
5891,5891,Q3-2025,90.4,78.2,87.8,54.5,45.7,65.8,93.8,80.6,6.6,50.6,68.8,44.4,66.1,0,0,2025-12-31
5892,5892,H1-2025,79.2,50.5,71.3,54.8,37.7,58.2,64.8,64.4,49.5,46.9,22.3,40.5,56.0,0,0,2025-12-31
5893,5893,H1-2025,87.6,26.3,38.7,46.6,56.1,75.7,61.7,58.7,17.6,51.9,56.0,39.2,77.0,0,0,2025-12-31
5894,5894,Q1-2025,84.6,61.3,76.7,69.9,34.2,65.0,35.0,53.9,57.0,55.9,26.9,37.6,69.0,0,1,2025-12-31
5895,5895,H1-2025,69.1,15.4,46.3,45.4,51.5,45.1,58.5,56.0,15.6,40.8,0.0,56.9,69.8,0,0,2025-12-31
5896,5896,Q2-2025,47.5,2.4,54.9,36.6,66.8,43.4,65.6,41.9,3.2,36.8,4.2,54.8,37.5,0,0,2025-12-31
5897,5897,Q1-2025,95.6,37.7,42.1,40.5,61.2,57.2,48.3,61.7,19.2,51.2,36.7,13.1,63.6,0,0,2025-12-31
5898,5898,Q3-2025,73.2,27.8,54.6,36.4,66.3,43.2,61.0,77.5,4.9,43.1,15.8,29.9,63.0,1,0,2025-12-31
5899,5899,Q1-2025,55.9,33.8,77.9,56.6,35.5,65.2,56.9,78.7,30.6,50.1,20.2,22.0,59.6,0,0,2025-12-31
5900,5900,H1-2025,57.9,39.6,81.7,59.5,35.4,44.4,7.8,66.1,38.5,50.6,20.3,32.4,67.5,0,0,2025-12-31
5901,5901,Q3-2025,61.9,13.3,51.4,47.2,44.6,62.1,62.7,68.2,-15.3,53.7,10.1,38.0,53.3,0,0,2025-12-31
5902,5902,Q1-2025,61.4,34.7,73.3,78.1,11.3,75.9,56.4,54.6,32.9,57.9,17.4,27.0,68.6,0,1,2025-12-31
5903,5903,Q4-2025,63.5,71.6,91.9,62.8,43.9,43.4,75.5,65.8,13.2,57.9,54.4,42.9,68.2,0,0,2025-12-31
5904,5904,H2-2025,63.6,8.5,44.9,62.9,32.0,68.5,31.0,64.5,51.1,41.8,24.5,25.6,47.7,0,0,2025-12-31
5905,5905,Q1-2025,58.5,12.7,54.2,33.1,53.8,41.0,69.1,70.4,22.0,30.2,23.5,41.4,43.6,0,0,2025-12-31
5906,5906,Q3-2025,72.9,40.4,67.5,52.5,47.0,64.0,46.2,55.1,27.5,34.7,30.4,17.7,32.9,1,0,2025-12-31
5907,5907,H2-2025,78.6,34.1,55.5,70.3,34.1,46.1,65.3,54.4,0.3,65.3,21.5,42.2,72.8,0,1,2025-12-31
5908,5908,Q3-2025,52.5,51.0,98.5,76.4,12.2,58.6,62.6,82.2,20.8,48.5,25.5,36.4,62.8,0,1,2025-12-31
5909,5909,Q4-2025,86.9,87.6,99.3,75.6,24.1,61.2,23.1,85.4,15.6,53.9,66.1,9.3,66.7,0,1,2025-12-31
5910,5910,H2-2025,51.3,7.2,55.9,68.8,26.9,49.3,42.8,63.0,-2.2,41.4,10.9,26.5,71.3,0,1,2025-12-31
5911,5911,Q1-2025,90.5,51.3,60.8,47.2,46.2,39.4,77.3,72.3,12.0,33.7,26.2,67.9,61.3,0,0,2025-12-31
5912,5912,Q4-2025,60.9,39.4,78.5,72.3,29.1,64.8,73.0,77.3,40.3,70.5,21.9,46.1,33.7,0,1,2025-12-31
5913,5913,H1-2025,18.1,42.0,76.1,67.0,19.1,39.6,25.3,73.8,8.2,46.5,30.7,14.3,43.3,0,1,2025-12-31
5914,5914,Q1-2025,70.7,19.0,48.3,50.8,51.1,64.8,63.1,51.9,37.9,46.5,14.7,42.2,72.9,0,0,2025-12-31
5915,5915,Q2-2025,75.0,17.4,42.4,35.7,68.7,48.5,47.1,74.9,13.1,67.7,36.1,37.5,55.8,0,0,2025-12-31
5916,5916,Q3-2025,74.3,35.1,60.8,54.6,31.4,65.5,40.2,80.9,23.3,20.3,37.2,27.2,81.9,0,0,2025-12-31
5917,5917,H2-2025,82.4,35.0,52.6,47.2,48.5,67.8,78.0,52.7,12.2,44.5,28.7,48.5,47.6,0,0,2025-12-31
5918,5918,H1-2025,48.2,25.6,77.4,55.2,37.1,24.6,56.7,68.8,16.6,62.5,22.4,9.4,45.2,0,0,2025-12-31
5919,5919,Q1-2025,86.2,47.9,61.7,57.4,42.3,61.8,57.2,74.4,27.3,61.5,41.4,14.0,46.8,0,0,2025-12-31
5920,5920,H2-2025,38.8,37.7,98.9,67.4,35.5,42.7,41.0,84.3,36.8,44.9,20.7,33.7,54.2,0,1,2025-12-31
5921,5921,Q3-2025,71.3,47.8,76.5,73.9,29.8,45.5,40.5,53.7,43.0,58.3,14.0,34.9,83.8,0,1,2025-12-31
5922,5922,Q4-2025,72.1,69.5,97.4,52.2,52.4,66.4,78.7,67.9,27.3,49.7,58.6,36.0,49.2,0,0,2025-12-31
5923,5923,H1-2025,61.3,39.5,78.2,67.3,35.9,57.1,46.2,77.3,31.9,56.5,21.3,45.0,56.4,0,1,2025-12-31
5924,5924,H2-2025,68.6,29.3,60.7,48.6,55.7,34.6,25.5,40.0,60.2,34.3,37.8,24.7,48.5,0,0,2025-12-31
5925,5925,Q2-2025,58.1,45.4,87.3,82.1,22.5,55.0,5.8,79.0,29.2,72.5,31.7,24.1,36.0,0,1,2025-12-31
5926,5926,Q3-2025,48.8,31.4,82.6,69.3,43.5,48.1,71.2,73.0,15.6,51.4,0.3,31.9,39.6,0,1,2025-12-31
5927,5927,Q4-2025,80.0,37.9,57.9,57.1,45.5,63.0,49.1,62.6,24.6,36.6,39.7,30.9,72.4,0,0,2025-12-31
5928,5928,Q4-2025,57.0,60.2,96.8,54.3,41.5,34.4,34.0,82.1,7.7,41.5,48.0,33.0,41.4,0,0,2025-12-31
5929,5929,Q2-2025,76.2,28.0,51.8,53.4,55.0,49.2,71.1,56.0,9.9,54.9,30.7,32.2,61.3,0,0,2025-12-31
5930,5930,H2-2025,62.3,60.6,98.3,71.6,28.3,59.7,77.4,81.3,37.3,58.8,43.7,31.0,54.4,0,1,2025-12-31
5931,5931,H2-2025,65.2,57.4,92.2,62.4,32.7,36.4,57.0,86.8,43.8,42.4,15.3,62.5,83.1,0,0,2025-12-31
5932,5932,H2-2025,69.0,49.0,80.0,67.0,33.3,48.5,52.8,86.7,42.4,73.0,41.7,19.5,59.3,0,1,2025-12-31
5933,5933,H2-2025,95.9,62.7,66.8,52.3,43.1,73.6,39.2,74.4,25.9,69.2,58.2,44.3,82.1,1,0,2025-12-31
5934,5934,H2-2025,82.0,25.3,43.3,49.0,53.0,49.4,57.9,44.1,41.0,48.0,16.7,41.9,52.7,1,0,2025-12-31
5935,5935,Q1-2025,54.0,61.3,92.7,56.3,42.3,34.9,49.6,66.3,13.4,54.7,53.5,35.7,59.7,0,0,2025-12-31
5936,5936,H2-2025,82.2,66.8,84.6,63.2,32.8,48.6,43.7,79.9,24.3,42.3,57.1,15.3,88.2,0,0,2025-12-31
5937,5937,Q2-2025,81.5,51.7,70.2,81.9,14.1,80.5,50.8,61.0,35.2,48.5,27.1,21.4,73.5,1,1,2025-12-31
5938,5938,Q4-2025,52.5,16.4,63.9,77.1,26.9,64.3,50.1,69.3,56.2,57.2,16.2,19.7,66.9,0,1,2025-12-31
5939,5939,Q1-2025,35.7,64.7,71.0,44.5,58.4,46.0,46.4,62.9,14.8,35.1,47.8,37.4,72.5,0,0,2025-12-31
5940,5940,Q1-2025,34.8,54.2,80.6,77.4,9.9,52.0,42.4,66.3,15.8,49.4,41.7,64.7,32.1,0,1,2025-12-31
5941,5941,H1-2025,66.4,51.1,84.7,61.9,36.4,41.0,51.1,77.9,2.2,59.5,41.1,42.1,46.1,0,0,2025-12-31
5942,5942,H2-2025,44.0,39.4,95.4,81.6,15.7,79.0,94.1,75.6,81.1,58.1,33.5,30.3,59.8,0,1,2025-12-31
5943,5943,Q1-2025,72.0,60.3,88.3,68.5,38.1,40.1,33.7,74.7,40.4,67.3,37.7,32.5,49.9,0,1,2025-12-31
5944,5944,H1-2025,51.3,55.5,95.8,68.2,45.0,30.9,97.9,91.5,36.4,63.0,38.7,30.3,49.2,0,1,2025-12-31
5945,5945,H2-2025,80.3,41.1,60.8,49.3,48.4,43.9,37.6,62.7,9.6,25.9,18.1,21.0,63.0,0,0,2025-12-31
5946,5946,H1-2025,97.1,36.6,39.5,34.8,61.7,38.1,52.3,33.7,25.8,10.1,26.4,18.9,52.0,0,0,2025-12-31
5947,5947,Q1-2025,43.6,50.7,92.9,71.3,36.4,30.2,78.2,97.5,7.7,69.3,35.5,70.8,72.0,0,1,2025-12-31
5948,5948,Q4-2025,76.9,70.0,93.1,68.7,40.2,59.4,75.3,75.0,60.1,58.6,44.1,34.6,63.1,0,1,2025-12-31
5949,5949,H2-2025,50.2,74.0,76.2,68.7,46.2,50.3,28.9,83.1,44.6,52.5,38.4,27.2,63.5,0,1,2025-12-31
5950,5950,Q1-2025,30.8,12.6,81.8,54.8,59.2,55.5,56.7,58.9,14.7,47.2,11.5,42.2,32.8,0,0,2025-12-31
5951,5951,Q4-2025,62.8,64.6,98.2,64.0,35.0,38.2,55.8,84.6,32.9,58.3,12.4,49.2,57.3,0,0,2025-12-31
