event_id,user_id,event_type,event_date,impact_score,emotional_impact,financial_impact,stress_impact,recovery_time,support_received,lesson_learned,adaptation_score,resilience_score,mindset_shift,behavioral_change,risk_taken,outcome_effect,long_term_effect,recorded_at
3181,3181,Promotion,2024-04-12,88.4,76.3,-10.5,56.2,73.0,50.9,63.0,69.9,70.3,29.1,52.8,25.8,82.3,63.0,2024-04-30
3182,3182,Illness,2024-01-12,-70.6,86.2,66.9,46.2,69.0,53.9,49.9,50.2,54.5,27.7,71.6,50.1,-10.2,12.9,2024-03-08
3183,3183,Education Milestone,2023-06-14,19.2,5.8,-44.1,0.2,27.0,55.6,32.4,10.1,31.1,7.9,22.8,28.2,32.6,18.9,2023-06-23
3184,3184,Bereavement,2025-08-04,-18.5,30.6,-4.0,25.2,25.0,66.6,66.6,58.5,36.2,49.6,70.3,51.1,27.2,52.1,2025-08-21
3185,3185,Education Milestone,2022-01-19,-27.1,35.0,32.5,33.1,3.0,91.0,61.7,50.4,52.8,33.7,83.8,39.7,1.1,18.3,2022-02-09
3186,3186,Accident,2022-05-04,-18.8,18.6,-22.5,31.3,9.0,73.0,58.8,43.0,40.4,16.9,69.6,60.3,0.3,-5.4,2022-07-03
3187,3187,Spiritual Awakening,2025-10-07,-20.9,29.2,-7.4,34.0,26.0,34.4,72.6,52.7,57.4,31.6,91.3,47.6,26.0,56.2,2025-12-20
3188,3188,Financial Loss,2022-01-16,22.2,26.1,27.4,7.3,30.0,61.5,34.6,48.8,49.6,34.1,81.3,75.0,34.4,35.1,2022-01-22
3189,3189,Retirement,2025-09-24,-1.1,6.9,11.1,0.0,0.0,72.8,4.1,26.9,42.7,39.1,50.7,81.2,23.8,21.8,2025-11-08
3190,3190,Bereavement,2022-09-04,-13.1,24.1,-8.8,24.1,22.0,60.6,40.9,40.5,48.9,45.2,34.9,16.3,9.4,27.8,2022-10-07
3191,3191,Reconciliation,2024-08-31,-22.9,20.0,33.3,29.2,18.0,17.6,57.6,61.0,13.8,54.3,29.5,42.0,10.0,30.9,2024-10-28
3192,3192,Bereavement,2025-05-08,26.1,16.9,18.9,22.3,21.0,51.2,41.4,25.2,31.0,25.0,26.7,21.2,41.5,59.5,2025-05-25
3193,3193,Retirement,2024-04-01,68.7,70.9,-29.7,45.0,64.0,34.4,37.4,27.9,46.8,23.8,65.3,27.3,50.4,33.7,2024-04-17
3194,3194,Investment Win,2024-10-09,69.2,64.1,-27.4,36.7,63.0,32.3,42.0,60.9,79.6,53.7,30.7,40.9,61.1,52.7,2024-10-17
3195,3195,Job Change,2025-02-05,0.5,17.1,-47.9,1.6,8.0,74.5,46.3,35.5,13.9,40.4,41.4,42.5,33.5,45.4,2025-03-30
3196,3196,Education Milestone,2022-02-14,-0.4,9.6,5.5,3.6,0.0,91.7,52.4,42.0,54.5,51.9,49.2,18.6,14.9,31.6,2022-02-20
3197,3197,Promotion,2024-05-17,-14.7,14.7,44.1,14.8,19.0,58.7,33.1,42.9,34.9,23.2,91.7,42.3,23.9,36.2,2024-06-25
3198,3198,Layoff,2022-06-22,5.2,10.7,-5.9,6.4,0.0,65.0,72.4,4.8,28.1,32.4,74.0,61.6,17.1,36.0,2022-09-16
3199,3199,Marriage,2023-07-09,44.7,50.2,-43.2,42.3,22.0,49.9,48.9,31.3,55.7,48.8,53.8,62.7,35.5,44.1,2023-08-08
3200,3200,Spiritual Awakening,2024-03-14,15.8,18.7,8.4,24.1,0.0,50.4,33.0,40.5,17.4,10.3,58.5,24.3,-3.8,31.6,2024-04-18
3201,3201,Spiritual Awakening,2023-02-04,10.5,21.6,23.0,7.7,3.0,79.0,41.5,22.7,22.0,37.7,57.3,42.5,17.6,29.9,2023-04-20
3202,3202,Promotion,2025-12-16,24.4,29.4,-4.9,11.7,18.0,23.0,42.3,37.8,23.0,65.5,48.6,49.3,41.6,42.9,2026-02-10
3203,3203,Reconciliation,2022-01-13,11.1,13.4,-16.5,4.2,11.0,51.8,51.7,18.1,18.2,28.2,37.2,29.6,15.5,20.3,2022-04-04
3204,3204,Investment Win,2023-08-04,-2.9,0.0,6.9,0.0,0.0,68.0,49.9,33.7,35.4,35.1,75.8,19.6,9.5,21.8,2023-09-20
3205,3205,Relocation,2023-10-01,3.1,0.0,-54.0,8.9,0.0,62.7,49.7,41.1,29.0,57.6,29.4,50.4,2.4,18.2,2023-12-07
3206,3206,Education Milestone,2025-05-05,-23.2,32.6,-8.4,5.8,17.0,43.2,47.8,13.8,42.7,35.5,31.8,26.6,-12.9,4.2,2025-06-27
3207,3207,Childbirth,2024-03-07,-2.1,7.2,31.5,0.0,28.0,56.8,27.5,35.8,42.7,38.0,74.0,54.3,14.2,12.0,2024-04-23
3208,3208,Financial Loss,2025-03-28,-82.5,83.0,13.0,53.1,70.0,51.6,66.4,30.0,47.1,56.8,55.5,51.2,-18.0,18.2,2025-05-04
3209,3209,Financial Loss,2022-09-03,-12.6,4.2,-25.1,0.0,24.0,86.4,29.3,37.5,49.3,25.2,20.1,42.3,12.5,31.1,2022-11-25
3210,3210,Childbirth,2023-12-10,31.3,0.0,13.2,20.2,5.0,0.9,30.3,35.4,57.1,21.0,73.7,61.9,28.9,18.0,2023-12-17
3211,3211,Reconciliation,2023-08-18,14.6,29.3,-39.0,0.0,13.0,89.5,69.3,45.6,52.2,33.9,51.8,33.7,28.6,48.8,2023-10-01
3212,3212,Bereavement,2023-06-27,12.6,13.3,20.9,3.2,0.0,53.8,39.3,60.7,47.9,36.7,37.5,51.4,34.7,36.0,2023-09-07
3213,3213,Relocation,2024-08-11,21.3,22.7,40.0,23.9,25.0,11.2,51.8,31.2,41.3,6.2,58.5,36.6,26.4,24.0,2024-09-14
3214,3214,Spiritual Awakening,2023-01-30,-2.3,0.0,-7.9,0.0,6.0,56.8,72.3,28.3,39.0,33.8,45.7,12.4,5.2,25.4,2023-04-04
3215,3215,Marriage,2024-08-15,32.1,48.0,-34.5,35.0,26.0,77.7,60.8,42.9,39.1,23.7,64.6,4.7,45.0,48.2,2024-10-31
3216,3216,Relocation,2022-09-28,-53.8,55.4,-3.6,36.4,30.0,68.7,42.9,31.3,54.8,56.4,66.8,33.0,-3.5,19.9,2022-11-28
3217,3217,Divorce,2022-11-10,7.8,0.0,-22.7,33.3,7.0,37.1,55.3,47.3,51.6,62.0,46.7,6.6,16.0,31.2,2023-01-08
3218,3218,Illness,2024-01-07,-59.3,62.2,19.4,51.0,49.0,47.5,66.3,40.4,33.9,29.8,32.1,43.7,-6.6,4.3,2024-02-10
3219,3219,Spiritual Awakening,2025-10-21,27.2,46.5,54.0,17.5,34.0,51.2,54.6,58.5,64.5,48.1,11.6,8.8,45.3,26.8,2025-11-12
3220,3220,Investment Win,2025-05-01,51.7,67.0,0.5,37.2,18.0,43.3,50.3,31.1,44.1,44.5,20.9,51.5,9.2,36.3,2025-05-25
3221,3221,Retirement,2024-11-30,1.2,0.0,-26.5,1.4,4.0,43.7,64.4,36.7,50.6,47.8,78.1,43.3,14.7,22.3,2025-01-16
3222,3222,Job Change,2024-01-03,-12.1,13.3,-27.7,8.3,10.0,49.2,52.7,33.9,33.9,46.4,34.7,26.0,-13.9,-12.0,2024-03-26
3223,3223,Education Milestone,2025-09-24,-32.4,46.2,-10.5,31.2,34.0,33.3,36.3,50.9,59.1,54.3,54.6,28.0,13.0,17.6,2025-09-30
3224,3224,Divorce,2022-06-15,-19.8,31.2,44.4,17.3,10.0,62.0,40.3,61.0,39.0,55.9,44.0,54.6,43.0,60.7,2022-07-14
3225,3225,Job Change,2024-08-17,22.9,11.7,1.4,4.2,13.0,24.7,62.0,35.4,57.9,41.5,48.3,90.3,41.0,32.5,2024-09-02
3226,3226,Spiritual Awakening,2023-04-18,-15.7,0.0,23.9,33.0,13.0,82.1,32.5,35.2,38.5,59.2,33.0,52.0,9.8,34.1,2023-06-29
3227,3227,Financial Loss,2023-12-09,-6.3,21.3,18.1,0.9,7.0,83.7,51.2,40.0,53.1,44.1,72.4,31.8,-2.6,-1.0,2024-02-22
3228,3228,Travel,2023-11-09,53.7,58.9,-0.9,47.2,37.0,39.8,65.1,58.6,44.4,43.6,29.7,64.9,35.5,48.2,2023-11-12
3229,3229,Promotion,2025-04-24,-15.8,20.0,17.5,11.0,30.0,27.8,58.4,21.9,47.8,23.7,45.6,51.4,0.1,14.6,2025-05-11
3230,3230,Marriage,2022-08-11,-58.8,51.7,-37.9,44.8,39.0,43.0,53.8,12.4,51.6,27.8,31.8,33.3,-5.9,19.1,2022-08-25
3231,3231,Accident,2022-11-16,15.6,0.1,-25.4,16.9,0.0,28.5,14.5,73.7,78.0,44.5,67.7,38.0,57.0,39.5,2023-01-17
3232,3232,Accident,2022-05-14,-15.5,8.3,-19.7,0.0,5.0,32.0,31.1,31.8,39.1,22.5,76.2,74.0,1.0,-3.8,2022-06-06
3233,3233,Spiritual Awakening,2024-07-03,2.6,0.1,-16.6,0.0,14.0,32.4,84.5,39.5,60.8,38.9,50.1,59.8,1.7,33.4,2024-07-21
3234,3234,Marriage,2024-12-18,-30.9,35.6,-12.7,24.6,33.0,54.4,41.7,24.8,32.2,30.6,35.8,23.5,18.9,22.9,2025-02-13
3235,3235,Bereavement,2025-10-18,-5.0,11.3,-2.8,0.0,25.0,33.3,21.1,44.0,50.7,35.0,57.3,26.0,8.4,14.0,2025-11-13
3236,3236,Divorce,2023-01-25,-11.8,26.0,4.0,17.8,24.0,51.4,31.7,22.3,12.6,38.2,1.3,43.0,-1.1,1.8,2023-04-04
3237,3237,Divorce,2025-05-13,-12.3,17.6,-16.9,7.9,5.0,6.4,25.5,32.4,39.9,44.5,86.7,56.3,19.9,20.5,2025-07-04
3238,3238,Travel,2023-02-05,35.7,42.4,-33.6,26.8,21.0,39.4,93.8,73.3,77.7,42.7,46.7,44.7,72.7,75.8,2023-03-03
3239,3239,Childbirth,2022-05-11,-19.6,18.9,20.6,25.3,24.0,47.9,69.4,87.7,40.5,52.2,32.7,32.5,32.7,36.9,2022-05-18
3240,3240,Marriage,2023-07-23,5.4,10.1,46.9,6.0,2.0,20.4,46.4,28.8,31.6,27.7,15.7,22.5,36.0,29.1,2023-10-14
3241,3241,Childbirth,2025-09-03,16.2,5.0,-12.8,8.5,0.0,33.8,58.7,44.9,33.8,40.3,83.9,2.4,38.3,54.4,2025-11-27
3242,3242,Bereavement,2023-11-13,41.2,53.1,40.3,44.3,46.0,66.6,45.7,42.0,44.5,43.2,41.9,62.7,45.8,47.3,2024-01-03
3243,3243,Financial Loss,2024-04-30,-28.1,19.1,21.1,0.9,22.0,64.0,55.4,6.0,7.2,16.4,39.1,53.3,-26.0,-0.9,2024-06-08
3244,3244,Job Change,2024-11-07,21.4,26.1,-14.4,18.2,25.0,59.9,23.9,29.5,26.5,28.7,71.9,46.5,22.0,17.2,2024-12-08
3245,3245,Illness,2024-02-09,51.8,55.8,-4.9,33.3,17.0,29.7,43.4,29.9,49.0,14.6,49.0,48.5,31.7,44.2,2024-04-26
3246,3246,Relocation,2023-08-14,-42.6,47.5,54.3,15.5,15.0,62.6,34.5,36.2,36.9,24.2,78.6,58.1,6.6,6.4,2023-09-28
3247,3247,Illness,2022-09-10,35.1,27.4,14.5,30.9,35.0,39.2,75.6,42.5,49.5,32.9,77.8,23.1,25.0,33.8,2022-12-02
3248,3248,Accident,2022-01-16,1.9,0.0,26.3,2.5,4.0,23.3,52.5,36.2,38.2,28.2,93.7,16.3,43.5,28.8,2022-03-22
3249,3249,Promotion,2025-02-04,13.1,12.6,5.3,0.0,3.0,59.2,36.8,14.7,24.4,23.3,43.2,30.2,-12.6,1.2,2025-05-02
3250,3250,Promotion,2022-06-02,43.7,63.0,-18.0,10.0,41.0,80.3,48.0,24.2,35.8,24.6,38.9,47.3,41.1,41.3,2022-08-01
3251,3251,Job Change,2022-12-16,-18.0,0.0,-34.1,34.7,10.0,49.1,37.9,38.8,20.6,35.1,58.5,56.4,16.7,21.5,2023-02-07
3252,3252,Layoff,2025-04-10,20.3,33.8,31.9,16.7,16.0,88.1,20.6,35.0,50.5,55.5,56.8,0.0,29.1,27.9,2025-06-11
3253,3253,Investment Win,2024-04-12,-13.1,11.7,-12.0,5.4,0.0,32.1,59.4,55.9,74.7,28.9,59.6,0.0,11.8,27.6,2024-05-02
3254,3254,Travel,2024-07-20,9.1,24.7,-24.4,1.3,12.0,3.6,84.8,54.4,68.2,51.3,59.4,63.6,45.9,70.9,2024-08-06
3255,3255,Financial Loss,2025-12-10,5.3,1.5,-14.9,0.0,0.0,55.1,69.6,67.3,69.2,62.2,66.5,26.0,29.0,45.7,2026-01-16
3256,3256,Job Change,2022-12-18,-44.9,41.0,-27.0,47.6,37.0,62.9,44.2,31.9,47.5,48.1,44.8,45.6,-3.7,23.9,2023-02-28
3257,3257,Bereavement,2024-01-23,-44.0,53.4,-32.1,28.2,39.0,55.8,36.8,56.7,55.5,22.6,46.2,29.1,-0.6,2.5,2024-02-15
3258,3258,Spiritual Awakening,2025-10-07,35.8,42.0,31.3,13.2,32.0,4.5,41.9,27.2,48.9,32.2,30.1,33.4,35.0,29.6,2025-11-24
3259,3259,Spiritual Awakening,2025-07-06,10.7,6.0,-3.3,6.5,10.0,47.2,32.3,38.0,30.4,16.4,57.3,30.2,29.6,15.5,2025-09-08
3260,3260,Travel,2023-09-27,8.3,0.8,-11.4,10.8,0.0,73.8,30.4,38.3,36.8,28.7,60.4,25.8,13.4,25.3,2023-12-22
3261,3261,Illness,2023-03-02,1.8,9.6,14.1,0.0,0.0,42.5,52.4,41.7,38.0,30.0,38.8,13.9,18.5,13.8,2023-04-17
3262,3262,Divorce,2024-12-13,-20.1,29.7,18.7,9.4,19.0,76.4,76.8,51.7,46.3,16.0,84.4,28.4,27.0,37.7,2024-12-16
3263,3263,Recovery,2023-10-23,12.6,20.2,20.9,9.5,5.0,71.1,70.3,65.0,71.9,40.7,29.3,30.5,33.4,52.1,2023-11-18
3264,3264,Bereavement,2023-06-02,-5.3,5.6,-18.5,4.2,5.0,51.0,60.7,65.1,81.2,40.1,77.6,22.2,33.7,44.8,2023-06-18
3265,3265,Retirement,2023-10-14,-30.2,42.4,9.7,31.0,13.0,40.6,55.3,10.6,14.8,29.6,40.6,53.1,-4.8,22.6,2023-11-11
3266,3266,Marriage,2025-03-03,-13.0,0.0,41.4,12.7,10.0,26.0,66.9,15.2,53.6,28.8,57.9,21.7,-14.6,4.3,2025-03-25
3267,3267,Reconciliation,2022-04-26,59.5,55.7,-15.1,45.1,45.0,55.6,52.7,38.2,43.3,27.7,56.3,61.8,41.7,41.5,2022-07-17
3268,3268,Divorce,2022-11-27,-12.3,13.1,-24.3,27.1,16.0,45.3,75.1,38.8,39.5,26.3,62.2,4.6,13.9,65.2,2022-12-29
3269,3269,Reconciliation,2024-01-19,26.5,27.1,-14.6,13.0,21.0,80.8,86.3,31.9,34.1,62.8,52.5,52.0,36.7,53.2,2024-03-17
3270,3270,Bereavement,2022-09-02,-26.0,33.8,-1.1,17.5,25.0,62.4,51.9,53.8,34.0,24.6,64.2,6.5,-2.8,18.8,2022-10-05
3271,3271,Marriage,2023-11-15,25.4,29.2,-1.7,18.0,29.0,46.3,70.9,56.0,69.1,54.1,26.9,8.1,14.0,40.5,2023-12-07
3272,3272,Promotion,2024-05-24,22.7,27.6,6.5,18.4,22.0,54.0,41.3,14.0,30.9,22.7,43.0,35.6,9.8,14.6,2024-06-28
3273,3273,Promotion,2024-07-25,-16.8,16.0,1.6,15.9,3.0,31.4,74.5,22.0,65.8,23.3,57.4,62.0,16.9,26.6,2024-10-19
3274,3274,Accident,2025-12-15,-9.5,13.4,-20.5,14.4,0.0,41.7,37.5,26.2,22.0,22.0,51.2,6.5,9.1,13.2,2026-02-11
3275,3275,Illness,2022-08-13,-37.8,33.7,-14.7,32.4,34.0,45.5,59.6,14.3,34.7,22.9,56.4,42.2,4.9,2.1,2022-08-20
3276,3276,Financial Loss,2024-05-08,49.8,48.2,-23.3,24.2,48.0,47.1,53.5,52.3,60.4,49.6,22.3,26.7,68.7,63.4,2024-07-09
3277,3277,Recovery,2024-10-25,-11.6,32.7,-42.4,5.1,10.0,47.4,50.2,68.2,44.6,35.9,40.3,69.6,32.7,58.0,2024-12-15
3278,3278,Reconciliation,2025-04-01,-46.6,63.5,42.9,38.0,36.0,33.6,47.4,39.9,30.8,28.2,48.0,80.0,-12.8,9.7,2025-05-25
3279,3279,Investment Win,2022-09-17,27.8,25.7,-17.3,35.2,0.0,46.8,48.3,55.5,25.6,45.7,15.1,47.5,47.1,57.1,2022-12-05
3280,3280,Job Change,2023-07-26,-53.7,40.3,-20.8,35.3,21.0,56.5,22.9,36.1,45.2,82.9,58.0,33.0,-6.7,-12.7,2023-10-18
3281,3281,Spiritual Awakening,2022-03-19,-12.0,10.3,-29.6,9.7,11.0,52.5,31.0,13.3,29.7,35.4,52.2,28.0,-3.0,14.1,2022-05-08
3282,3282,Spiritual Awakening,2022-01-26,82.9,96.7,-3.6,65.6,71.0,68.6,43.2,47.1,48.9,44.3,35.6,47.2,65.2,64.6,2022-02-05
3283,3283,Promotion,2022-03-14,-36.1,34.1,-9.1,19.8,26.0,54.3,63.8,40.5,50.3,42.6,35.8,22.1,21.0,39.1,2022-04-14
3284,3284,Promotion,2025-06-08,-15.5,34.1,-35.9,0.0,12.0,45.8,66.9,57.2,47.8,46.6,65.8,39.8,27.3,23.9,2025-08-21
3285,3285,Accident,2024-09-12,98.3,93.9,3.7,63.1,86.0,70.8,47.5,36.5,48.4,29.6,40.9,7.2,69.4,63.2,2024-11-23
3286,3286,Divorce,2024-01-05,62.0,71.8,56.0,41.0,68.0,80.1,48.5,42.3,38.6,18.6,55.8,43.7,50.0,58.0,2024-03-06
3287,3287,Layoff,2023-04-22,-7.6,17.6,-6.3,0.0,24.0,36.3,57.7,32.0,60.2,56.5,36.6,51.2,6.4,20.5,2023-05-18
3288,3288,Layoff,2023-01-12,43.2,41.7,-25.4,13.0,32.0,84.4,39.0,33.3,46.0,27.4,51.2,38.2,41.0,47.9,2023-02-26
3289,3289,Retirement,2022-08-09,2.5,5.4,-24.7,0.3,0.0,40.8,44.7,49.5,34.7,25.2,70.4,82.2,18.7,5.5,2022-08-27
3290,3290,Job Change,2025-03-23,12.3,3.2,-30.9,11.5,10.0,39.3,30.8,20.3,36.5,30.5,76.7,57.4,3.5,6.0,2025-05-26
3291,3291,Bereavement,2025-10-13,-33.3,31.7,1.5,33.4,22.0,46.8,42.0,84.4,70.6,71.8,43.8,60.3,12.3,21.8,2025-11-23
3292,3292,Bereavement,2025-10-15,-8.0,7.3,35.1,0.0,0.0,75.9,85.0,62.2,67.4,1.1,76.8,14.6,33.8,50.2,2025-11-19
3293,3293,Bereavement,2025-09-30,-40.7,43.8,15.3,12.4,43.0,85.5,23.2,44.9,41.0,39.3,43.8,27.0,18.2,21.7,2025-10-10
3294,3294,Illness,2025-06-08,-18.1,0.0,4.3,17.7,24.0,59.8,97.7,50.9,58.5,63.3,62.8,36.1,20.9,26.5,2025-07-25
3295,3295,Travel,2024-04-10,51.8,62.8,-4.3,55.3,39.0,73.5,60.6,33.5,49.4,31.0,34.2,41.2,34.3,35.1,2024-05-25
3296,3296,Relocation,2024-03-03,-17.1,2.8,-13.1,28.6,14.0,23.6,57.8,47.2,48.2,35.2,81.1,43.4,23.1,46.7,2024-05-27
3297,3297,Accident,2023-08-26,-9.7,18.2,-2.4,13.5,4.0,36.0,54.8,21.3,28.0,49.7,45.3,45.1,-8.0,8.7,2023-10-04
3298,3298,Illness,2023-10-01,-56.2,65.5,-35.7,40.7,43.0,77.7,56.6,36.5,37.8,39.6,62.8,9.6,2.4,28.1,2023-11-13
3299,3299,Marriage,2025-12-05,-56.8,53.8,16.9,40.3,44.0,63.3,62.9,49.0,75.1,55.4,59.4,32.3,2.3,13.6,2026-02-08
3300,3300,Illness,2025-09-03,-18.8,15.5,-14.0,4.8,17.0,31.2,44.6,50.7,29.0,52.8,40.3,77.4,10.0,20.3,2025-12-01
3301,3301,Promotion,2025-04-03,3.7,6.2,-25.4,0.0,4.0,100.0,23.9,33.4,21.4,32.9,69.2,65.2,19.0,27.7,2025-04-20
3302,3302,Relocation,2023-10-19,57.2,55.3,-62.6,34.4,38.0,97.1,33.5,53.8,28.4,38.9,36.0,34.2,63.3,67.2,2023-12-07
3303,3303,Accident,2023-08-13,-36.5,49.0,-33.4,19.4,26.0,16.4,59.2,66.2,51.3,27.5,67.8,18.2,10.6,28.5,2023-10-09
3304,3304,Childbirth,2025-01-26,-59.8,54.3,-10.3,23.7,48.0,37.3,77.0,51.2,38.3,28.1,97.7,13.9,-20.0,-19.5,2025-03-02
3305,3305,Accident,2025-02-16,21.6,16.4,-18.4,5.0,4.0,46.4,56.3,63.0,74.2,77.6,64.5,12.4,38.0,39.3,2025-04-12
3306,3306,Layoff,2022-11-25,-39.8,37.4,-4.3,24.9,18.0,70.6,51.8,26.4,56.3,34.5,51.6,1.3,-10.5,-1.6,2022-12-19
3307,3307,Marriage,2024-05-15,9.9,8.4,25.5,20.5,25.0,83.4,23.6,18.9,28.3,11.5,56.2,4.7,10.0,19.7,2024-07-26
3308,3308,Relocation,2023-05-14,-25.6,30.5,54.7,8.7,21.0,59.9,81.5,90.8,91.4,44.0,50.4,17.5,15.9,21.7,2023-06-28
3309,3309,Investment Win,2022-08-01,-50.7,42.7,6.8,35.0,49.0,67.4,57.9,39.5,29.5,80.5,60.8,34.0,5.5,34.4,2022-08-06
3310,3310,Spiritual Awakening,2023-01-09,16.7,11.7,21.2,9.7,24.0,60.4,78.4,38.0,47.0,56.9,54.9,36.4,32.5,38.2,2023-02-22
3311,3311,Education Milestone,2022-01-18,-9.1,11.9,-54.4,9.6,14.0,33.4,43.5,27.8,35.9,59.1,22.4,28.8,2.9,32.3,2022-03-12
3312,3312,Job Change,2022-10-10,34.5,40.2,-9.0,36.8,41.0,41.4,75.9,52.8,56.0,33.9,70.4,19.1,34.0,53.6,2022-11-09
3313,3313,Accident,2022-07-15,9.7,16.3,-37.6,11.2,11.0,58.4,57.0,14.6,23.6,24.7,57.0,53.0,-0.3,16.3,2022-09-23
3314,3314,Spiritual Awakening,2022-09-09,-49.2,57.5,-5.4,29.3,57.0,17.3,48.2,42.4,45.7,54.8,60.4,52.5,-6.7,9.7,2022-10-12
3315,3315,Divorce,2022-09-11,-8.3,24.7,-46.7,17.3,0.0,26.3,52.4,29.2,48.8,32.3,31.3,15.6,12.1,20.4,2022-12-01
3316,3316,Childbirth,2023-01-30,-4.0,16.9,1.8,0.0,3.0,57.4,60.6,52.5,46.8,30.2,57.6,78.4,20.2,38.5,2023-02-09
3317,3317,Education Milestone,2023-01-03,-11.2,27.1,-22.7,8.3,12.0,21.0,67.6,32.0,63.5,3.9,54.0,12.8,15.1,23.5,2023-01-27
3318,3318,Layoff,2022-10-14,9.5,19.6,-34.5,12.4,3.0,100.0,15.4,42.6,47.0,24.1,39.8,28.5,35.6,29.9,2022-12-24
3319,3319,Retirement,2023-07-05,78.2,100.0,46.8,65.1,77.0,66.3,70.3,57.5,55.2,42.3,38.6,18.7,47.3,61.1,2023-08-07
3320,3320,Job Change,2023-11-01,-58.6,48.2,8.7,22.2,41.0,45.3,74.4,47.1,58.0,34.5,60.8,56.9,-15.7,17.2,2023-12-31
3321,3321,Travel,2024-09-29,-48.4,42.1,-15.0,22.2,57.0,41.0,36.9,20.4,40.8,55.0,33.5,19.0,-26.2,1.7,2024-11-10
3322,3322,Layoff,2024-02-10,15.0,10.5,-5.4,2.9,7.0,40.7,44.3,40.2,48.2,22.3,91.9,56.4,7.9,9.5,2024-05-08
3323,3323,Childbirth,2023-12-12,-30.0,18.1,-39.0,13.2,35.0,57.9,49.1,50.4,43.2,69.7,28.8,22.6,13.6,24.3,2023-12-13
3324,3324,Reconciliation,2025-01-21,-20.1,26.1,-5.9,23.2,6.0,59.1,59.6,55.3,56.7,35.7,56.2,49.9,27.4,43.7,2025-03-07
3325,3325,Retirement,2025-08-03,1.0,13.5,29.6,13.2,15.0,39.6,44.0,28.6,38.1,9.1,43.2,58.6,17.1,5.3,2025-09-14
3326,3326,Promotion,2024-04-25,1.8,11.8,-28.2,17.3,3.0,59.7,18.1,19.9,21.5,57.5,60.4,31.9,13.6,15.9,2024-06-10
3327,3327,Recovery,2022-01-05,-5.9,6.6,18.0,14.7,0.0,61.6,69.4,36.7,48.1,20.9,0.0,21.5,7.9,15.9,2022-01-25
3328,3328,Travel,2025-07-12,-13.1,18.3,14.6,4.2,0.0,66.9,84.5,55.5,40.4,37.3,55.9,46.3,34.3,53.7,2025-09-01
3329,3329,Travel,2024-01-17,-13.3,0.0,-14.6,18.2,16.0,59.0,58.6,27.0,41.5,23.7,71.3,68.3,5.4,21.7,2024-03-16
3330,3330,Layoff,2022-08-09,19.1,7.4,40.7,9.8,30.0,75.1,71.7,38.1,39.4,31.8,59.4,55.1,22.0,44.1,2022-08-14
3331,3331,Spiritual Awakening,2022-03-22,29.6,41.3,-11.2,17.2,32.0,35.9,39.6,51.9,65.8,31.4,65.7,25.0,54.7,61.2,2022-05-27
3332,3332,Recovery,2024-02-09,6.5,0.0,28.4,11.0,26.0,2.5,37.4,25.5,14.2,12.0,57.1,29.8,28.9,39.2,2024-04-14
3333,3333,Travel,2024-06-17,-34.7,44.7,31.4,36.8,18.0,53.7,65.9,49.6,52.7,52.8,88.2,55.9,-5.5,29.0,2024-08-20
3334,3334,Recovery,2022-09-30,3.2,5.5,1.9,5.5,12.0,65.8,54.3,51.3,39.3,33.6,63.1,33.5,24.4,16.7,2022-11-23
3335,3335,Bereavement,2023-12-17,20.5,14.0,-58.9,14.4,18.0,41.2,64.5,38.3,23.0,29.2,42.4,58.6,52.0,49.8,2024-02-28
3336,3336,Bereavement,2023-01-04,-1.9,8.9,3.6,0.0,39.0,45.9,35.7,32.3,37.4,15.3,48.4,12.4,2.0,14.5,2023-02-18
3337,3337,Reconciliation,2022-09-02,-30.3,44.2,-32.6,12.8,24.0,32.6,64.9,40.1,47.4,23.3,35.2,46.7,4.1,21.8,2022-10-22
3338,3338,Job Change,2024-01-09,9.8,3.6,-13.6,16.6,1.0,93.5,48.3,40.9,47.2,14.0,34.0,18.8,35.2,36.2,2024-04-01
3339,3339,Job Change,2025-05-21,-22.0,13.8,16.2,21.6,11.0,16.5,59.3,55.2,55.7,45.8,89.9,49.0,15.4,16.0,2025-08-03
3340,3340,Job Change,2023-09-17,55.5,57.0,11.2,25.6,52.0,85.1,60.9,45.6,37.3,59.6,23.6,69.4,30.7,53.0,2023-09-27
3341,3341,Promotion,2023-03-23,8.1,12.8,-1.8,1.5,0.0,57.9,56.0,61.8,59.3,47.1,72.6,54.3,45.5,49.9,2023-04-20
3342,3342,Financial Loss,2024-09-05,-24.4,14.6,-7.5,20.2,21.0,20.3,46.0,40.9,47.7,48.9,63.1,48.2,0.4,3.2,2024-09-11
3343,3343,Childbirth,2024-02-28,8.1,6.3,-18.2,8.5,1.0,55.4,37.5,36.0,45.9,27.4,31.7,83.9,18.6,48.7,2024-03-30
3344,3344,Illness,2024-03-11,-58.1,61.3,4.4,41.7,38.0,33.5,79.7,34.0,52.9,5.6,19.2,24.2,12.5,29.9,2024-04-28
3345,3345,Reconciliation,2023-09-25,3.5,1.5,37.8,2.6,6.0,29.0,72.5,51.3,31.6,0.0,73.1,61.2,42.6,41.2,2023-09-28
3346,3346,Childbirth,2025-03-23,56.6,53.4,-26.5,41.9,38.0,37.2,69.8,57.6,51.5,49.0,25.7,50.8,62.4,67.6,2025-06-09
3347,3347,Promotion,2022-06-17,23.3,38.2,-26.3,10.3,37.0,71.6,91.3,52.9,44.8,51.3,42.1,14.6,41.6,37.2,2022-07-26
