env_id,user_id,work_environment,noise_level,family_support,peer_influence,financial_pressure,job_security,work_life_balance,social_pressure,cultural_factor,digital_exposure,internet_usage,community_support,mentor_presence,competition_level,opportunity_index,stress_triggers,growth_opportunities,recorded_at
29843,29843,Field,6.5,71.8,70.2,79.7,73.8,80.9,79.2,25.6,36.1,44.7,70.9,0,93.3,67.0,63.7,71.0,2025-06-30
29844,29844,Remote,15.1,65.4,73.7,13.5,65.4,67.4,36.6,35.3,8.4,69.0,45.8,0,46.8,41.3,10.1,31.6,2025-06-30
29845,29845,Office,42.4,81.7,65.0,59.2,49.5,95.2,59.4,41.6,25.0,59.9,48.5,0,55.5,57.8,37.8,56.4,2025-06-30
29846,29846,Factory,52.2,55.5,54.1,81.7,52.4,73.0,43.5,68.8,28.1,74.2,46.9,1,35.2,26.6,56.8,40.8,2025-06-30
29847,29847,Factory,70.9,54.9,67.7,58.4,63.1,25.8,8.5,87.0,14.8,75.0,66.6,1,61.2,78.1,64.2,77.6,2025-06-30
29848,29848,Factory,45.2,95.1,54.3,7.0,63.5,52.9,50.2,54.7,37.1,45.0,94.4,0,54.0,20.3,27.0,26.0,2025-06-30
29849,29849,Home,42.7,60.4,19.1,36.1,75.5,67.9,58.5,10.9,66.9,63.9,9.4,1,32.3,80.9,37.8,73.8,2025-06-30
29850,29850,Field,9.2,54.9,32.9,52.3,45.1,81.5,83.8,42.2,58.8,83.3,12.2,0,63.3,58.5,81.5,37.1,2025-06-30
29851,29851,Outdoor,66.0,24.1,17.6,25.7,83.2,81.5,60.7,63.9,3.4,74.6,72.7,0,51.0,53.4,63.7,39.0,2025-06-30
29852,29852,Office,46.5,27.7,52.9,17.0,36.4,92.3,44.6,72.1,60.6,40.6,16.1,1,87.1,97.2,0.0,70.2,2025-06-30
29853,29853,Field,65.7,49.7,53.3,68.2,19.2,86.7,52.7,51.5,7.6,48.6,84.6,0,81.2,67.3,39.4,48.8,2025-06-30
29854,29854,Remote,82.9,92.4,61.6,53.2,57.7,70.2,47.7,63.1,25.3,29.3,27.4,1,37.6,100.0,79.5,72.3,2025-06-30
29855,29855,Remote,28.4,48.0,52.8,48.6,82.5,84.8,70.2,70.9,29.8,56.7,73.0,0,54.6,10.5,39.6,22.1,2025-06-30
29856,29856,Outdoor,47.7,47.7,52.6,66.6,9.5,46.6,20.0,76.6,56.0,36.3,26.4,0,64.6,62.7,86.1,78.3,2025-06-30
29857,29857,Hybrid,60.6,57.8,25.3,40.8,68.9,52.3,41.9,43.6,40.6,74.2,52.7,0,43.6,63.6,68.9,42.4,2025-06-30
29858,29858,Factory,36.2,76.8,9.4,44.7,62.6,61.2,77.3,38.1,40.3,46.7,77.8,1,23.5,73.3,62.8,74.1,2025-06-30
29859,29859,Office,35.5,36.1,50.4,34.3,50.1,53.4,47.2,57.4,44.2,42.6,16.0,1,65.2,62.2,81.3,65.8,2025-06-30
29860,29860,Remote,64.1,49.4,51.4,32.7,16.9,32.6,25.2,54.7,68.4,52.2,47.6,0,42.9,44.9,57.6,57.0,2025-06-30
29861,29861,Home,67.3,100.0,26.7,15.6,79.7,42.6,56.2,66.5,55.8,36.1,87.1,1,3.1,60.1,49.0,63.4,2025-06-30
29862,29862,Hybrid,38.3,100.0,24.4,2.1,76.2,63.4,64.6,49.9,35.5,53.4,56.7,0,46.5,44.3,19.1,26.8,2025-06-30
29863,29863,Field,51.7,33.9,45.8,86.2,69.1,77.1,39.4,50.4,35.6,56.0,56.4,0,86.4,57.1,26.9,51.3,2025-06-30
29864,29864,Remote,62.1,37.0,51.7,42.6,53.7,48.8,55.3,30.6,25.9,85.1,74.6,1,49.0,83.9,65.4,92.9,2025-06-30
29865,29865,Field,18.1,79.9,84.9,1.2,85.6,76.8,46.8,38.8,33.4,40.4,44.4,0,35.9,33.4,31.4,20.6,2025-06-30
29866,29866,Remote,60.3,55.0,46.1,44.0,76.4,62.3,57.2,22.5,39.3,55.9,51.1,1,35.4,25.4,46.8,27.5,2025-06-30
29867,29867,Home,42.9,25.5,92.2,38.4,89.8,53.4,58.0,66.0,7.0,47.7,25.7,1,49.6,51.9,32.9,61.3,2025-06-30
29868,29868,Office,51.8,20.5,62.7,64.4,39.9,57.0,30.4,41.4,51.9,56.0,44.1,0,21.6,53.2,16.1,44.7,2025-06-30
29869,29869,Hybrid,48.8,53.4,23.3,61.4,33.3,49.2,32.2,79.1,53.1,79.9,73.0,1,38.3,66.7,38.0,44.3,2025-06-30
29870,29870,Office,59.3,90.1,37.7,35.0,59.2,51.1,57.0,61.9,39.4,38.9,8.1,0,79.2,79.1,36.3,63.9,2025-06-30
29871,29871,Factory,49.2,95.3,66.7,63.9,42.0,77.1,76.0,61.7,40.9,70.2,59.9,1,88.5,47.7,17.6,48.8,2025-06-30
29872,29872,Hybrid,50.9,67.6,30.6,60.8,90.6,82.6,75.6,55.0,37.6,42.0,66.9,0,91.1,89.0,40.6,49.5,2025-06-30
29873,29873,Hybrid,46.2,90.8,43.3,63.2,36.2,52.2,60.9,17.9,20.5,55.4,27.0,1,65.4,36.5,36.5,21.6,2025-06-30
29874,29874,Field,24.4,53.2,68.2,25.6,88.6,59.0,43.9,47.9,12.0,56.2,72.2,0,27.8,71.4,44.0,52.7,2025-06-30
29875,29875,Factory,40.4,57.8,0.0,67.8,42.0,54.6,55.8,72.0,46.3,100.0,55.6,0,40.2,36.9,89.1,43.1,2025-06-30
29876,29876,Field,55.9,72.3,15.6,53.2,36.4,70.4,27.7,5.5,48.4,55.4,50.4,0,66.8,39.1,35.5,42.9,2025-06-30
29877,29877,Factory,37.3,53.3,52.1,18.4,95.1,80.2,53.6,43.0,32.8,61.7,30.7,0,42.5,44.6,37.8,46.8,2025-06-30
29878,29878,Office,85.7,14.0,38.9,97.0,52.0,42.3,47.5,42.9,16.0,96.9,10.8,0,20.7,47.3,70.1,62.8,2025-06-30
29879,29879,Office,53.0,43.4,54.0,22.5,55.6,61.5,12.0,47.6,22.5,77.4,64.0,0,41.9,59.8,38.9,43.5,2025-06-30
29880,29880,Office,74.9,100.0,60.8,70.3,52.0,55.9,81.1,56.6,58.5,55.4,71.1,1,53.4,93.9,15.7,78.7,2025-06-30
29881,29881,Hybrid,39.2,60.1,73.9,39.5,65.4,41.7,32.6,64.5,50.8,62.8,73.0,0,52.6,70.3,24.2,77.5,2025-06-30
29882,29882,Field,66.8,52.7,51.1,43.5,75.3,90.0,64.4,62.9,34.0,62.8,75.5,1,52.6,63.5,45.0,55.6,2025-06-30
29883,29883,Field,22.3,76.6,58.7,50.2,58.8,29.0,87.0,24.0,34.7,29.3,62.8,0,84.5,74.3,55.1,54.4,2025-06-30
29884,29884,Office,54.5,61.3,60.9,29.8,43.9,67.3,38.5,41.3,72.1,85.4,100.0,0,24.6,88.3,42.2,77.4,2025-06-30
29885,29885,Home,44.5,28.7,69.3,61.7,58.1,15.5,72.7,31.3,84.9,55.7,46.7,0,28.6,56.5,25.9,59.0,2025-06-30
29886,29886,Home,54.4,53.9,46.5,40.3,87.4,61.4,46.7,54.2,49.4,31.0,1.1,0,35.7,33.8,86.0,49.6,2025-06-30
29887,29887,Hybrid,34.2,73.9,20.6,68.5,69.2,71.3,35.0,51.4,27.4,57.4,63.9,0,35.0,62.7,79.3,71.1,2025-06-30
29888,29888,Outdoor,48.6,63.1,50.8,63.6,33.9,42.0,46.5,70.1,55.9,44.8,56.3,0,100.0,26.3,52.1,37.2,2025-06-30
29889,29889,Office,31.9,46.4,10.0,15.8,88.5,96.2,25.4,41.7,37.9,66.7,71.0,0,12.9,50.8,47.2,55.5,2025-06-30
29890,29890,Office,30.7,80.7,31.2,57.9,49.7,53.2,39.1,37.2,51.7,59.6,68.1,0,27.1,0.0,44.1,27.0,2025-06-30
29891,29891,Factory,47.6,50.2,66.3,61.4,64.0,99.8,52.7,0.0,36.5,77.0,18.0,0,30.2,49.0,100.0,67.4,2025-06-30
29892,29892,Field,37.9,100.0,53.1,30.5,66.7,46.9,59.4,61.3,31.4,100.0,0.0,0,27.5,92.4,43.8,56.9,2025-06-30
29893,29893,Outdoor,51.7,28.6,45.9,66.6,28.2,90.7,32.0,73.8,42.9,68.2,45.5,1,84.5,29.8,69.5,57.3,2025-06-30
29894,29894,Office,65.9,39.7,25.8,47.9,55.2,66.9,11.7,59.7,25.4,80.9,35.5,1,33.0,43.1,77.3,64.9,2025-06-30
29895,29895,Hybrid,56.4,77.2,31.9,28.8,57.8,62.5,51.7,12.2,43.7,58.6,59.5,1,68.2,19.2,40.3,35.2,2025-06-30
29896,29896,Outdoor,27.7,80.4,68.1,14.1,54.7,54.4,41.2,44.4,40.3,56.8,75.2,0,69.4,53.1,87.0,57.1,2025-06-30
29897,29897,Field,39.3,61.7,40.8,60.0,51.5,48.2,53.6,70.3,15.8,54.4,19.2,0,54.2,56.1,62.9,35.7,2025-06-30
29898,29898,Field,61.1,30.3,54.1,52.0,45.7,49.9,100.0,66.6,30.1,81.6,0.0,0,63.9,51.2,23.5,42.8,2025-06-30
29899,29899,Remote,81.8,84.6,57.8,46.9,55.9,79.1,59.6,33.8,36.3,69.6,7.7,1,58.1,83.9,14.3,84.6,2025-06-30
29900,29900,Factory,31.3,50.0,40.0,57.9,53.8,70.8,23.9,48.6,27.8,89.0,62.4,1,69.9,27.9,58.6,38.8,2025-06-30
29901,29901,Factory,42.7,59.6,77.9,57.4,59.8,55.0,87.4,46.3,62.1,60.4,46.9,0,40.1,35.4,55.5,54.7,2025-06-30
29902,29902,Home,44.3,35.8,66.4,52.4,83.6,75.1,43.0,32.7,10.6,44.8,75.8,1,80.4,41.7,51.1,32.4,2025-06-30
29903,29903,Field,72.6,58.3,67.6,100.0,31.7,62.6,47.9,42.6,65.4,84.4,22.5,0,20.6,59.2,36.2,53.7,2025-06-30
29904,29904,Office,7.1,64.0,50.7,37.2,73.1,63.3,13.2,80.3,40.3,71.3,57.3,0,40.5,55.7,54.4,46.6,2025-06-30
29905,29905,Remote,84.6,54.1,55.3,75.3,32.7,65.9,78.8,5.5,44.9,59.0,62.0,0,52.5,31.1,12.6,40.6,2025-06-30
29906,29906,Field,66.8,28.1,57.5,65.1,95.0,71.3,90.9,42.8,0.0,50.2,46.4,0,13.9,75.7,58.4,52.0,2025-06-30
29907,29907,Remote,61.0,70.9,38.2,6.5,82.1,72.5,42.4,79.3,24.0,40.0,67.7,1,48.2,50.5,13.0,58.3,2025-06-30
29908,29908,Remote,29.2,99.8,50.3,17.6,82.3,75.7,67.6,64.7,35.2,65.5,1.8,1,20.0,44.9,54.4,27.8,2025-06-30
29909,29909,Office,72.6,80.5,82.6,72.1,90.2,81.0,64.5,47.2,0.2,30.5,56.0,0,75.3,91.5,23.1,100.0,2025-06-30
29910,29910,Hybrid,48.5,68.7,36.7,43.9,65.3,98.7,34.4,49.0,26.2,37.6,20.2,1,57.6,56.2,76.4,28.2,2025-06-30
29911,29911,Remote,26.6,42.5,62.1,51.3,60.2,52.9,65.4,55.2,22.7,67.6,28.8,0,79.6,63.7,76.5,47.3,2025-06-30
29912,29912,Remote,25.2,17.6,25.9,2.9,58.3,81.8,44.8,25.8,35.4,62.9,74.8,0,46.5,41.7,20.3,75.6,2025-06-30
29913,29913,Hybrid,46.2,8.9,54.5,39.0,32.3,69.9,61.1,0.0,69.1,65.2,47.4,0,48.5,80.6,11.6,57.8,2025-06-30
29914,29914,Remote,25.8,48.7,51.5,64.3,39.1,52.2,77.8,42.8,47.8,38.0,42.0,0,71.1,27.8,58.3,29.1,2025-06-30
29915,29915,Factory,47.4,66.3,35.4,41.5,84.5,60.4,43.7,80.2,33.7,38.4,87.1,1,46.5,38.6,73.3,40.7,2025-06-30
29916,29916,Office,56.1,80.6,43.7,25.7,96.5,83.8,65.7,27.3,69.8,65.3,99.8,0,18.0,85.3,60.7,73.1,2025-06-30
29917,29917,Office,38.4,52.3,29.8,37.8,33.0,49.2,22.8,50.0,48.4,50.5,100.0,1,49.0,21.2,40.8,22.9,2025-06-30
29918,29918,Office,39.8,65.6,77.1,34.5,68.4,71.5,45.1,23.4,44.1,77.7,69.5,1,45.8,68.5,49.9,64.6,2025-06-30
29919,29919,Home,35.5,90.5,82.4,50.6,73.3,73.6,67.5,59.8,23.6,75.3,42.6,0,46.1,88.0,66.7,71.4,2025-06-30
29920,29920,Field,59.6,65.3,67.6,52.7,16.7,81.9,40.7,62.0,45.1,67.4,33.4,0,60.6,37.4,65.9,55.0,2025-06-30
29921,29921,Home,38.5,58.3,37.0,92.6,50.3,34.2,49.0,40.3,17.6,46.6,51.3,1,76.3,67.6,55.3,71.8,2025-06-30
29922,29922,Outdoor,58.6,45.7,77.5,66.2,91.4,56.3,0.0,40.1,43.5,65.0,42.6,1,24.7,76.2,21.5,52.3,2025-06-30
29923,29923,Remote,47.5,41.2,25.4,24.5,66.0,50.8,17.1,74.6,30.0,64.5,63.6,0,80.4,19.8,36.7,4.5,2025-06-30
29924,29924,Hybrid,73.0,87.8,40.2,46.2,61.9,87.1,30.6,33.2,70.0,57.4,80.1,0,62.4,59.6,37.8,52.5,2025-06-30
29925,29925,Factory,57.6,48.0,42.8,65.1,47.7,29.1,36.1,60.3,30.8,68.5,61.7,1,57.1,26.3,53.6,32.5,2025-06-30
29926,29926,Office,30.1,99.9,55.4,33.0,87.6,79.5,36.5,26.2,31.8,68.4,50.6,1,69.2,52.7,39.2,53.0,2025-06-30
29927,29927,Remote,72.9,55.1,37.1,9.5,79.3,67.9,82.3,23.8,38.8,49.6,58.4,1,46.4,92.9,82.0,55.6,2025-06-30
29928,29928,Factory,39.8,47.9,47.8,25.2,62.1,40.2,43.4,58.5,37.6,26.2,23.4,0,47.4,57.2,81.8,30.9,2025-06-30
29929,29929,Outdoor,82.9,41.2,50.6,0.0,79.2,75.9,37.0,54.5,31.7,50.7,70.3,0,49.4,60.7,55.7,60.0,2025-06-30
29930,29930,Office,66.4,71.2,93.6,41.0,50.5,50.6,35.6,91.9,53.7,30.7,58.7,0,75.5,32.7,17.2,40.9,2025-06-30
29931,29931,Factory,33.5,40.6,44.7,59.4,89.6,71.1,46.2,52.2,28.4,79.3,25.8,1,64.4,22.1,20.0,29.7,2025-06-30
29932,29932,Field,29.5,59.6,14.2,0.0,49.5,44.6,54.6,48.0,51.6,33.3,43.4,1,57.6,79.0,71.4,62.5,2025-06-30
29933,29933,Remote,59.5,70.7,33.3,32.9,29.0,60.7,48.2,25.6,83.2,81.0,58.8,0,61.4,62.8,63.5,64.6,2025-06-30
29934,29934,Outdoor,51.9,65.1,32.4,38.5,54.8,50.5,42.4,73.3,23.3,71.4,56.6,0,71.6,50.7,40.0,55.8,2025-06-30
29935,29935,Home,44.7,34.4,71.6,30.3,66.8,72.6,36.9,25.5,25.3,64.3,23.7,1,77.8,78.6,40.1,44.2,2025-06-30
29936,29936,Outdoor,39.7,86.3,75.8,12.6,46.6,28.6,35.6,63.2,34.1,57.7,38.6,1,67.6,43.3,31.1,30.2,2025-06-30
29937,29937,Field,66.4,63.9,70.2,20.8,56.5,36.4,28.8,64.6,44.9,36.5,52.0,1,78.4,39.0,63.1,23.2,2025-06-30
29938,29938,Home,49.4,40.4,69.1,20.0,67.2,41.3,40.4,34.9,29.3,60.6,40.6,0,93.0,71.0,45.3,74.8,2025-06-30
29939,29939,Outdoor,41.6,63.8,37.9,27.4,54.8,84.2,47.5,34.2,20.1,88.2,81.5,1,13.9,33.5,59.1,45.8,2025-06-30
29940,29940,Field,55.0,82.7,45.3,60.5,54.8,72.5,51.0,23.5,50.4,24.1,32.5,0,23.9,99.6,44.6,59.0,2025-06-30
29941,29941,Field,44.5,36.0,25.5,26.2,86.4,41.1,54.3,78.6,42.4,64.5,36.0,1,64.3,43.0,69.1,48.6,2025-06-30
29942,29942,Home,84.4,80.4,12.9,49.1,31.6,49.7,43.6,61.7,36.1,55.6,37.3,0,42.5,0.9,48.1,25.2,2025-06-30
29943,29943,Remote,63.6,100.0,65.1,58.6,44.2,51.2,69.2,13.4,49.5,100.0,63.0,0,53.5,42.4,24.6,56.2,2025-06-30
29944,29944,Remote,77.6,55.0,3.7,0.3,86.5,100.0,58.8,44.5,42.7,71.2,68.0,0,93.9,62.9,67.5,77.4,2025-06-30
29945,29945,Factory,57.1,55.0,65.1,39.4,63.9,54.7,85.2,92.4,21.0,51.5,62.2,0,40.3,56.9,46.6,38.8,2025-06-30
29946,29946,Hybrid,29.4,66.5,15.4,72.1,83.7,39.4,82.1,83.0,28.1,50.2,93.6,1,57.5,43.8,53.7,63.3,2025-06-30
29947,29947,Outdoor,59.8,62.9,48.6,36.3,55.2,64.7,24.4,72.7,6.0,85.5,40.1,0,91.9,34.7,41.5,53.5,2025-06-30
29948,29948,Field,53.0,45.3,34.5,17.3,54.5,63.9,33.7,41.9,18.0,30.9,24.5,0,47.2,71.7,45.2,53.9,2025-06-30
29949,29949,Office,72.8,48.2,38.0,37.5,49.9,61.9,48.1,42.0,39.7,57.2,79.6,0,83.7,100.0,29.5,76.7,2025-06-30
29950,29950,Factory,51.3,79.8,57.5,24.0,44.0,40.2,73.2,100.0,49.9,30.2,69.1,0,48.1,41.2,37.2,19.0,2025-06-30
29951,29951,Hybrid,19.7,49.0,65.2,86.8,54.3,77.4,39.1,57.8,43.4,98.7,22.6,0,38.5,71.3,51.4,60.5,2025-06-30
29952,29952,Remote,60.2,88.4,69.8,45.0,60.9,75.3,36.0,39.7,48.1,61.4,86.3,1,53.8,11.2,48.5,33.8,2025-06-30
29953,29953,Factory,73.9,50.6,36.5,7.1,46.7,44.5,61.2,49.2,28.2,72.5,63.3,0,50.5,74.7,85.1,61.3,2025-06-30
29954,29954,Remote,47.2,69.7,60.4,25.4,73.4,65.5,46.7,57.6,20.4,64.8,76.8,1,24.6,48.5,59.8,39.4,2025-06-30
29955,29955,Hybrid,66.7,35.9,88.5,92.1,66.1,84.3,56.7,52.8,38.7,55.7,58.4,0,78.3,54.5,83.1,45.6,2025-06-30
29956,29956,Office,52.9,19.3,49.4,33.1,27.0,63.9,46.1,38.8,56.7,34.8,68.0,0,59.9,67.9,80.9,53.7,2025-06-30
29957,29957,Factory,46.6,28.5,7.8,54.7,54.2,55.6,29.6,6.4,44.7,64.0,43.9,0,45.0,32.8,78.7,39.5,2025-06-30
29958,29958,Outdoor,53.4,44.2,43.8,59.9,60.6,60.2,28.9,59.1,37.6,27.6,54.0,0,53.4,54.8,0.0,64.4,2025-06-30
29959,29959,Hybrid,32.8,67.2,50.4,78.8,38.0,56.6,81.1,54.9,59.2,60.6,98.0,0,81.0,40.5,16.6,41.4,2025-06-30
29960,29960,Hybrid,44.0,62.1,52.4,0.0,55.6,54.4,62.7,42.1,13.7,80.0,69.7,0,48.4,58.5,39.5,49.1,2025-06-30
29961,29961,Factory,82.3,75.2,32.8,2.5,35.6,51.5,64.6,35.6,47.5,51.5,58.3,0,42.9,87.5,72.0,62.4,2025-06-30
29962,29962,Field,20.8,54.5,0.0,0.0,46.4,56.6,65.4,42.1,26.9,35.8,63.9,0,39.3,2.1,25.9,14.6,2025-06-30
29963,29963,Hybrid,39.4,60.0,80.2,36.2,95.1,50.6,51.9,71.1,15.5,64.2,52.2,1,61.5,71.5,43.4,66.6,2025-06-30
29964,29964,Remote,18.4,38.2,42.6,50.2,42.7,54.7,16.0,14.3,26.9,86.8,100.0,0,76.0,75.0,56.1,54.8,2025-06-30
29965,29965,Office,51.5,72.8,55.5,48.7,39.0,85.0,41.9,42.7,11.1,29.2,58.4,1,18.8,26.7,56.3,25.3,2025-06-30
29966,29966,Factory,35.1,61.7,66.4,59.6,33.9,46.3,37.6,21.4,24.8,64.4,35.4,1,50.1,95.3,75.4,59.2,2025-06-30
29967,29967,Hybrid,83.8,52.0,87.0,34.3,38.2,64.5,35.6,59.7,32.3,79.0,26.0,0,29.4,26.2,10.2,30.1,2025-06-30
29968,29968,Outdoor,44.0,28.4,16.0,0.0,66.8,74.4,58.8,20.6,46.7,31.7,39.0,1,52.1,83.8,54.6,90.8,2025-06-30
29969,29969,Remote,59.3,78.9,54.8,18.6,73.6,72.1,48.3,26.0,57.0,74.9,35.4,1,33.5,55.6,56.4,67.9,2025-06-30
29970,29970,Remote,56.0,85.8,52.5,15.3,37.6,71.0,28.9,52.3,38.3,61.8,69.0,0,80.9,64.7,34.2,62.8,2025-06-30
29971,29971,Home,75.6,33.9,100.0,36.2,70.7,82.0,66.9,38.4,20.9,64.9,65.6,0,40.0,59.6,30.4,54.8,2025-06-30
29972,29972,Office,29.5,65.1,64.6,51.7,61.6,69.3,16.9,47.9,32.8,64.2,92.4,1,54.2,51.1,58.3,67.9,2025-06-30
29973,29973,Factory,48.5,84.2,44.1,54.3,55.7,56.7,26.0,42.7,36.8,36.8,52.9,0,18.7,58.8,61.5,63.1,2025-06-30
29974,29974,Outdoor,72.2,67.6,50.9,19.7,28.9,62.8,58.5,13.8,56.8,45.8,60.9,1,41.5,47.8,72.7,43.0,2025-06-30
29975,29975,Hybrid,96.9,39.7,78.6,1.5,54.9,43.6,26.8,33.0,45.1,57.4,30.4,1,45.2,64.3,50.6,42.2,2025-06-30
29976,29976,Field,65.6,66.0,54.6,9.4,83.5,53.5,47.5,21.0,36.7,46.0,86.2,0,53.4,26.8,60.4,32.8,2025-06-30
29977,29977,Remote,73.8,67.2,59.1,41.6,47.8,70.4,56.3,34.4,44.1,50.3,49.1,0,40.8,48.1,81.7,50.4,2025-06-30
29978,29978,Hybrid,59.9,88.7,76.0,14.3,44.6,47.6,16.5,76.7,33.9,63.7,12.9,1,16.5,51.9,55.4,39.1,2025-06-30
29979,29979,Factory,67.1,75.1,67.4,39.1,79.1,82.5,33.1,36.1,71.4,63.2,24.8,0,68.5,69.4,71.4,38.2,2025-06-30
29980,29980,Factory,66.1,62.6,77.7,10.9,84.1,56.3,47.9,53.2,26.7,64.4,54.9,0,73.8,47.2,50.8,48.6,2025-06-30
29981,29981,Remote,18.2,37.2,49.9,17.5,49.2,58.1,35.0,62.0,67.9,74.6,23.4,1,47.1,44.2,30.5,46.9,2025-06-30
29982,29982,Hybrid,40.0,82.1,35.3,20.3,49.4,67.9,40.5,58.9,50.1,30.9,75.3,1,19.1,78.0,47.9,78.7,2025-06-30
29983,29983,Field,41.4,76.1,40.3,6.4,68.7,41.8,77.2,54.3,42.0,91.8,64.8,1,49.5,54.3,44.0,33.2,2025-06-30
29984,29984,Factory,51.1,52.4,50.0,44.7,60.0,61.3,68.8,43.6,35.3,100.0,52.6,1,50.4,82.3,46.9,55.9,2025-06-30
29985,29985,Hybrid,7.7,43.2,34.3,57.1,62.8,58.5,39.0,51.3,16.8,71.0,81.9,0,25.1,40.8,45.5,42.1,2025-06-30
29986,29986,Hybrid,69.9,59.6,52.4,77.4,77.8,46.6,7.0,32.0,49.5,99.8,58.8,1,1.1,52.4,60.6,67.9,2025-06-30
29987,29987,Office,47.5,39.5,47.0,64.7,61.0,38.8,60.0,61.0,61.9,85.6,78.8,0,66.7,44.1,35.4,60.4,2025-06-30
29988,29988,Field,50.3,48.4,78.9,44.1,61.6,38.9,43.3,36.8,45.1,54.6,18.7,0,47.6,48.5,16.3,25.9,2025-06-30
29989,29989,Remote,2.5,58.9,70.3,45.8,23.6,62.6,70.0,75.2,29.2,80.9,47.3,0,57.8,52.5,49.1,29.6,2025-06-30
29990,29990,Remote,92.1,81.7,51.7,5.2,57.3,72.4,73.7,88.5,27.2,71.8,48.3,1,93.1,34.0,42.2,38.2,2025-06-30
29991,29991,Outdoor,48.1,81.8,30.9,42.5,43.4,56.2,57.4,42.1,14.0,59.9,55.8,1,64.5,37.0,62.4,22.8,2025-06-30
29992,29992,Field,21.7,72.6,61.5,46.7,56.6,47.7,54.5,4.5,43.1,57.0,51.0,1,4.5,37.7,56.3,63.2,2025-06-30
29993,29993,Office,60.2,65.7,38.4,44.5,55.1,57.3,57.5,44.3,45.5,87.2,63.5,1,50.6,34.4,16.4,27.8,2025-06-30
29994,29994,Factory,64.7,13.4,57.8,45.0,24.0,45.9,66.1,58.2,25.0,26.0,50.3,0,43.7,43.6,50.0,42.9,2025-06-30
29995,29995,Office,56.6,57.5,42.8,38.5,52.1,57.3,52.2,46.1,49.4,80.9,29.7,1,88.2,62.6,51.1,48.1,2025-06-30
29996,29996,Remote,34.8,68.9,71.1,86.3,70.6,77.1,46.9,76.0,43.2,69.9,40.0,0,72.5,26.1,49.3,13.7,2025-06-30
29997,29997,Home,42.4,57.9,54.4,50.5,94.3,47.3,21.5,48.3,41.0,71.1,100.0,1,20.4,58.3,77.8,66.5,2025-06-30
29998,29998,Home,49.6,46.2,61.0,51.7,65.6,60.8,33.1,21.3,62.8,53.6,4.1,0,70.5,95.2,51.7,68.0,2025-06-30
29999,29999,Field,50.0,39.4,64.4,11.7,68.3,53.6,38.6,41.9,28.2,87.6,31.4,0,38.5,0.0,51.6,5.6,2025-06-30
30000,30000,Office,77.1,73.7,40.5,41.4,54.9,55.8,59.9,10.0,11.5,48.3,42.5,0,0.0,40.4,58.6,42.0,2025-06-30
30001,30001,Office,1.6,88.5,8.5,23.7,85.8,77.8,33.1,57.6,72.9,93.3,77.7,0,57.9,55.8,3.6,46.0,2025-06-30
30002,30002,Home,44.9,58.5,44.7,25.2,80.6,56.9,40.1,23.4,41.9,65.0,61.5,1,71.3,48.1,53.7,52.4,2025-06-30
30003,30003,Factory,25.3,68.1,60.5,7.2,53.3,67.5,57.5,58.1,57.8,84.7,40.8,0,38.5,71.2,74.1,71.8,2025-06-30
30004,30004,Field,44.8,71.3,56.9,53.2,81.4,54.9,65.9,58.1,38.0,81.2,66.4,1,38.8,48.3,75.0,54.2,2025-06-30
30005,30005,Hybrid,43.3,60.8,40.4,8.0,20.0,63.6,68.7,25.7,29.9,46.7,35.8,0,0.0,73.1,61.5,67.7,2025-06-30
30006,30006,Outdoor,48.5,62.5,43.4,60.9,56.9,39.5,60.0,54.9,34.3,50.1,50.1,0,69.0,12.1,37.8,35.4,2025-06-30
30007,30007,Outdoor,29.0,53.2,81.0,34.9,55.1,55.9,63.9,25.7,35.4,52.9,55.4,0,57.7,57.3,47.4,67.6,2025-06-30
30008,30008,Factory,58.1,75.4,99.2,41.4,77.1,59.9,34.5,36.0,36.3,44.4,100.0,0,17.6,66.6,38.4,54.1,2025-06-30
30009,30009,Outdoor,42.2,84.0,47.1,28.3,13.8,56.2,56.8,66.3,26.7,72.1,4.0,0,56.9,65.2,37.6,55.6,2025-06-30
30010,30010,Field,49.9,38.2,37.6,0.0,68.4,67.5,27.0,66.0,28.1,90.4,33.0,1,61.7,49.4,43.6,52.0,2025-06-30
30011,30011,Hybrid,29.3,23.1,33.3,5.1,68.0,49.5,43.0,51.9,80.4,87.9,68.9,1,66.5,95.1,77.0,91.3,2025-06-30
30012,30012,Field,40.8,71.6,55.4,71.1,63.3,51.8,52.7,31.3,42.0,86.0,53.0,0,55.9,36.4,46.2,38.1,2025-06-30
30013,30013,Factory,69.8,78.1,21.8,66.8,65.4,56.2,48.4,51.3,24.0,27.1,26.6,0,20.9,57.9,16.7,72.0,2025-06-30
30014,30014,Hybrid,61.2,29.4,51.5,23.9,68.6,50.1,20.4,66.6,59.5,93.0,88.7,0,62.9,78.5,20.6,89.9,2025-06-30
30015,30015,Hybrid,82.0,0.0,93.9,48.5,88.8,47.6,43.5,51.9,28.8,69.7,65.8,1,48.2,28.2,32.9,35.1,2025-06-30
30016,30016,Hybrid,34.0,80.6,37.7,58.6,63.5,84.7,65.7,31.8,48.0,28.9,20.7,0,51.9,50.9,61.7,53.1,2025-06-30
30017,30017,Remote,17.6,20.0,62.9,0.0,33.5,43.4,47.9,59.2,41.1,57.9,88.6,0,58.4,53.5,31.7,53.9,2025-06-30
